	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	FOS	FOXO3	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MTF2	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF394	ZNF444	ZNF580	ZNF75A	ZNF780A
NAD_Biosynthesis_II_(from_tryptophan)	1	1	1	1	1	1	1	0.00351856272287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00786966069393	1	1	1	1	1	1	1	1	0.0295151639523	1	0.0171630321436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
NOD_pathway	1	1	0.00110186330192	1	1	1	1	1	1	0.0015525473411	1	1	1	1	0.0277100968237	1	1	1	1	1	1	0.0156657330887	1	1	1	1	1	0.00267844535944	1	1	1	0.080004127694	1	1	1	1	1	1	1	0.00835564990225	1	1	1	0.022103646642	1	0.0406348250093	1	1	1	1	0.0449383075978	1	1	1	1	1	1	0.02321303622	0.0277100968237	1	1	1	1	1	1	1	1	0.0226919613926	1	1	1	1	1	1	0.0747396141954	0.00178707628666	1	1	1	1	1	1	1	1	1	0.0160698116778	0.00278448427733	0.0251413079809	0.00509062421441	1	0.00723272731488	1	1	1	1	1	1	1	1	1	1	1	1	1	7.11399686527e-05	1	1	1	1	0.00139834309707	1	1	0.0185614254686	1	1	1	1
NRF2_pathway	1	1	1	1	1	1	0.0584830313414	0.0807298901882	1	0.0649306240553	1	0.00345471278719	1	1	0.0539218863542	1	1	1	1	1	1	0.0302481791713	1	1	1	1	1	0.0418199844261	1	1	0.0632203707055	1	1	1	0.0555122794891	1	1	1	1	1	1	1	1	1	1	1	1	0.00557241223447	1	0.0838525475337	1	1	1	0.0581473908652	1	1	1	0.0196754434505	1.65966973662e-05	1	1	0.0208692347763	1	1	1	1	0.0375065237183	0.00300705596316	1	0.00526884987896	0.000492010386441	0.0158513733198	0.0902823506263	1	1	1	0.0001562485103	0.0208692347763	0.0148812281678	1	0.0677323885215	1	1	1	1	1	1	0.0037806305463	0.0121459810061	1	0.0423332613595	4.22576146325e-05	6.25350978856e-05	1	1	1	0.045022312171	1	1	1	0.00660184359061	0.0584830313414	1	0.0539218863542	1	0.0732082035167	1	0.0584830313414	1	1	1	1	1	1	1	1	1
Notch_Signaling_Pathway	1	1	1	1	1	0.0220114052055	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00682509811596	1	1	0.0418118605185	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0390759289695	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0629158232819	1	1	1	0.0360806606299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0153460571494	0.0953023216963	1	1	1	1	1	1	1	1	0.0809015477006	1	1	1	1	1	1	1	1	1	1	1	0.0427544614671	1
Nuclear_Receptors	0.029350702329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Nuclear_Receptors_in_Lipid_Metabolism_and_Toxicity	1	1	1	1	1	1	1	1	1	1	1	1	0.0042793437984	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0984150579382	1	1	1	1	0.0708694647626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0428667354328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0889221840075	1	1	1	1
Nucleotide_Metabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0900983345276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0536943999734	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Oncostatin_M_Signaling_Pathway	1	1	1	1	1	1	1	1	1	0.0427928132112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0164751749228	1	1	1	1	1	1	1	1	1	1	1	0.0352074152881	1	1	1	0.0244732455181	1	1	1	1	1	1	0.0148652257942	1	1	1	1	1	1	1	0.0604135489773	1	1	1	1	1	1	1	1	0.0854664185726	1	0.0176651772999	1	0.0145614934696	1	1	0.0638196573193	0.05060424973	1	0.0871935992808	0.0621645631381	0.0287305847121	1	1	1	1	1	1	1	0.0933936454325	1	0.0272700494664	0.0231121453133	1	1	0.0352074152881	1	0.0235351284028	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Osteoclast_Signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0893978701476	1	0.0467407839375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0355955222042	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Osteopontin_Signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0476758506882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.086457821908	1	1	1	1	1	1	1	1	1	1	1	1	0.0617758042398	1	0.031698897126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0239977979784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Ovarian_Infertility_Genes	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0100222725118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0222392112926	1	1	1	1	1	1	1	1	1	1	1	1	0.00511140582448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Oxidation_by_Cytochrome_P450	1	1	1	1	1	1	1	1	1	1	1	1	0.000519568022383	1	1	0.0429242640395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0804939321491	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00631860288002	1	1	1	1	1	1	0.00156860629626	1	1	1	1	1	1
Oxidative_Stress	0.0200233528944	1	1	1	1	1	1	0.0493253106943	1	0.0235179631312	1	0.0287752281669	1	1	1	1	1	1	0.0347244196851	1	1	0.0556925534813	1	1	1	1	1	0.00495211952296	1	1	1	0.0447405735646	1	1	0.0100222725118	1	1	1	1	0.0199554796922	1	1	0.0692346643634	1	1	1	1	1	1	0.0211189699417	0.0245522426579	1	1	1	1	1	1	0.00592749740797	1	1	1	0.0222392112926	1	1	1	1	1	0.0427112015219	1	0.000636795386686	0.0156125470131	0.00964540948276	0.00434855849735	1	0.000611567895431	0.000292199704416	0.00017100048158	0.0222392112926	0.000587101317289	1	1	1	1	0.0130720143732	0.0573279576522	0.00396856285766	1	0.0461983400095	0.00115670689353	0.0374849585748	0.00284823563308	1	1	0.000247400930884	1	1	1	1	1	1	0.00577226965241	1	1	0.000815421364493	1	1	1	0.0158938677355	1	1	1	1	0.00756105293638	0.0447405735646	1	1	1
Oxidative_phosphorylation	1	1	1	0.00252391809169	0.0404421096369	1	0.000832338366827	0.00110643642519	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0116439354406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0715312254306	0.0947418381183	1	0.0340431603636	1	1	1	0.0134778992729	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.74115309726e-07	1	1	1	1	1	1	1	0.0170323491592	1	0.0727292774894	1	1	1	1	1	1	1	1	1	1	1	0.0727292774894	1	1	1	1	1	1	0.0404843135867	0.07723891794	1	1	1	1	1	1.48125099295e-05	1	1	1	1	0.081346211281	1	1	1	1	1	1	1	1	1	1	1
PPAR_Alpha_Pathway	0.0143079933488	1	1	1	1	1	1	1	1	1	1	0.00217168924331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0323714214742	1	1	1	1	1	1	1	1	0.0329829683841	1	1	1	1	1	1	1	1	1	0.0357583583096	1	1	1	1	1	1	1	1	1	0.075593429515	1	1	1	1	1	1	1	1	0.00804572665274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0211620496955	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Parkin-Ubiquitin_Proteasomal_System_pathway	1	1	1	1	1	0.00295027033045	1	1	1	1	0.0195417006896	1	1	1	0.000860853993728	1	1	1	0.0306407281761	1	1	1	0.0508558398974	8.63005978239e-05	1	0.00177381244089	1	1	0.00763448545824	1	1	1	1	1	1	1	7.30887066853e-05	0.0134326279199	1	1	1	1	1	1	1	1	1	0.049903319061	1	0.0964903893322	1	1	0.0003332767608	1	1	1	1	0.0566773401007	0.00914697775139	1	1	1	1	1	1	1	1	1	1	0.084328552854	0.0766266298856	1	0.0201434865158	1	1	0.00612493516392	1	1	0.0801782928028	1	1	1	1	1	0.00195966150502	0.0386933149931	1	1	1	1	1	1	1	1	0.0831269715836	1	1	1	0.00285074617559	1	1	0.074569440369	1	1	1	0.012933011409	0.010628780574	1	1	1	1	1	1	1	1	1	0.000158838982219
Parkinsons_Disease_Pathway	1	1	1	1	1	0.0975493625212	1	1	1	1	1	1	1	1	1	1	0.00518229423553	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0565644832037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0409213373215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Pathogenic_Escherichia_coli_infection	1	1	1	1	1	1	1	1	1	1	0.0133827359955	0.0383776235737	1	1	1	1	1	1	0.0181954608346	1	1	1	1	2.53797438621e-08	1	0.00053445031277	1	1	0.00041775720231	0.00161370103761	1	1	1	1	1	1	1.32521118346e-06	0.00102871645297	1	1	1	1	1	1	1	1	0.015240992745	1	1	1	1	1	1	1	0.0752575059184	1	1	0.0743373089116	1	1	0.0354280027303	1	1	1	1	1	0.0380900662257	1	1	1	0.0378240764924	1	1	1	1	0.00197504491914	1	1	0.0104560038779	1	0.0133827359955	1	1	1	1	0.0537214865361	1	1	1	1	1	1	1	1	1	1	1	0.0931152042916	7.77804942691e-05	1	1	0.0524735205738	1	1	1	0.00749191433484	5.7423112686e-06	1	1	1	1	1	1	1	1	1	0.00376595416116
Peptide_GPCRs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0208928431936	1	1	0.0418541444354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0433682250804	1	1	0.0929048951188	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Phase_I,_non_P450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0135549779103	1	1	0.0122194177247	1	1	1	0.00786966069393	1	1	1	1	1	1	1	1	1	1	0.0171630321436	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Physiological_and_Pathological_Hypertrophy__of_the_Heart	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0425987654037	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Primary_Focal_Segmental_Glomerulosclerosis_FSGS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0116717542723	1	1	1	1	1	0.0801782928028	0.0436217662896	1	1	1	1	1	1	1	0.074569440369	1	1	1	1	1	1	1	1	1	0.0258117579173	1	0.0248407661429	1	0.0187549527582	1	1	1	1	1	1	1	1	1	0.00545878946967	1	1	1	1	1	0.0545849273975	1	1	1	0.0766266298856	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0276853984592	1	0.0243011444566	0.0337437286673	1	1	1	1	1	1	1	1	1	0.0306544304224	1	1	1	1	1	1	0.0369492511221	1
Prostaglandin_Synthesis_and_Regulation	1	1	1	0.00635700727436	1	1	1	0.0464810732564	1	0.00281023372774	1	1	1	1	1	1	1	1	0.0326795885623	1	1	1.31812766102e-06	1	1	1	1	1	0.0297031549835	1	1	1	1	1	1	0.0704051069587	1	1	1	1	0.0182691613336	1	1	1	1	1	0.0993923790259	1	1	1	1	1	1	1	0.0379726560981	1	1	1	0.0263041077027	0.0140160646612	0.00699970392045	1	0.0209021490475	1	1	1	1	1	0.00648275207288	1	0.0310846450593	0.0677002726834	0.00880172258342	1	1	1	0.0626060677063	0.0148246415038	1	1	1	1	1	1	1	1	0.0193187311052	1	1	1	1	1	1	1	1	0.0168218213427	0.00515786129935	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0068935378112	0.0421443156995	0.00909612851543	1	1
Proteasome_Degradation	1	1	1	1	1	1	0.0524735205738	1	1	1	1	1	1	1	1	1	1	1	0.0181954608346	1	1	1	1	1	1	1	0.00376595416116	1	1	1	1	1	1	1	1	1	1	1	1	0.024543702089	1	1	0.0489263774029	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0335425706517	1	1	0.0104560038779	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00860784798738	1	1	1	0.0329928523155	1	1	1	1	1	1	1	1	1	1	1	1	0.0262473357786	1	1	1
Quercetin_and_Nf-kB/_AP-1_Induced_Cell_Apoptosis	1	1	1	1	1	1	1	1	1	0.0269709001548	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0339001611618	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.086457821908	1	1	1	1	1	1	1	1	1	1	1	0.00290982672333	1	0.0144026784982	1	1	0.00283759982541	0.00643069321136	1	1	1	1	1	1	1	1	1	0.00922483483847	1	0.0439055007192	0.0445255202382	1	1	1	1	0.0239977979784	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0121633059215	1	1	1	1
Quercetin_and_Nf-kB/_AP-1_induced_cell_apoptosis	1	1	1	1	1	1	1	1	1	0.0195195953363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0246192512991	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0640698386587	1	1	1	1	1	1	1	1	1	1	1	0.0017364500978	1	0.0103461327618	1	1	0.00169283391723	0.00388089651227	1	1	1	1	1	1	1	1	1	0.0056027108064	1	0.0320290307471	0.0324899043527	1	1	1	1	0.0173401970708	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00872347345679	1	1	1	1
RANKL/RANK_Signaling_Pathway	1	1	1	1	1	1	1	1	1	0.0253505872425	1	1	1	1	1	1	1	1	0.0991164671568	1	1	0.0314340509683	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0881797215275	1	1	1	0.0513814027514	1	1	1	1	1	1	0.00950688581608	1	1	1	1	1	1	1	0.0450175747089	1	1	1	1	1	1	1	1	0.013165840422	1	0.00026755889442	1	0.0461338965088	1	1	0.0386147044127	0.0275147417903	1	0.0655580472813	0.037556904053	1	1	1	1	1	1	0.01265750712	0.0087318443873	0.0149314630183	0.00330273769655	1	0.0149338762157	1	1	0.0206669582155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.000326773088362	1	1	1
RB_in_Cancer	1	0.0597580088078	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00710031773664	1	1	1	1	1	1	1	1	0.0802311931824	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0941413643681	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0870374332968	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0031418070177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0597580088078	1
Regulation_of_Actin_Cytoskeleton	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0690295354001	1	1	1	1	1	0.0971320938261	1	1	1	1	1	1	1	1	0.00149235091803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0443343031211	1	1	1	1	1	1	1	1	1	1
Regulation_of_toll-like_receptor_signaling_pathway	0.0810637290665	1	1	1	1	1	1	1	1	0.00794433179115	1	0.0918408124847	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8.76892683059e-05	1	1	1	1	1	1	1	1	1	1	1	0.0536047259054	1	0.0351026808044	1	0.0278355873507	1	0.0428317959714	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0351026808044	1	1	1	1	1	1	0.000252367677842	1	0.00167894514941	1	3.32789316709e-05	1	1	1	1	0.0389398731172	0.0218498676047	0.0160799117606	0.0193373299389	1	0.021143072757	1	1	1	0.0281131957306	0.00544843102972	0.0126201602319	0.0355268290141	0.0134744101756	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.038855434231	1	1	0.0403737744068	1	1	1	1
SIDS_Susceptibility_Pathways	1	1	0.0418736163396	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.030484470582	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0341624335205	1	1	1	1	1	0.0464770678498	1	1	1	0.00993698411744	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0824537393682	1	1	1	1	1	1	1	1	1	1	1	0.0237190050998	1	1	1	1	1	1	1	1	1	1	1
SREBF_and_miR33_in_cholesterol_and_lipid_homeostasis	1	1	1	1	1	1	1	1	1	1	1	0.0569877739296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0384176188846	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SREBP_signalling	1	1	1	1	0.033245237555	1	1	1	1	1	0.0147130401832	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0648685634212	1	1	0.0298453770216	0.00194078296175	1	1	1	1	1	1	0.0573279576526	0.00138526233282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0128545540394	0.00899802623226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0460958683436	1	1	1	1	1	0.0128103342764	1	1	1	1	1	1	0.0639663391018	1	0.0781469309001	0.0798967565115	1	1	1	1	1	1	1	1	1	1	1	0.0374344642105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Selenium_Metabolism_and_Selenoproteins	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0653696314027	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0309282105264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0819992489181	1	1	1	1	1	1	1	1	0.0340874921952	1	1	1	1	1	1	0.07525750592	1	1	1	1	0.0278069097175	1	1	1	1	1	1	1	1	1	1	1
Selenium_Micronutrient_Network	1	1	1	1	1	1	1	0.0786906138213	1	0.00167502941586	1	1	1	1	1	1	1	1	0.0493566832218	1	1	0.0921413151626	1	1	1	1	1	0.0136727336607	1	1	1	1	1	1	1	1	1	1	1	0.0235468532973	1	1	1	0.0670745435141	1	0.0690669372506	1	1	1	1	0.0046507293183	1	1	1	1	1	1	1	0.00174812657042	1	1	1	1	1	1	1	1	0.00620456186608	1	0.000816982611606	1	0.0359436590942	0.0412027229793	0.0352752553152	0.00356208209718	0.016619691586	0.0173582657044	1	0.00338915921042	1	1	1	1	0.0866273454479	1	0.0104356949997	0.0484933818177	0.00734890932031	0.00191742553948	1	0.0467848312217	1	1	0.00567988367045	1	1	1	1	1	1	1	1	1	1	0.0126414027846	1	1	0.00198034882622	1	1	1	1	1	0.0692235478994	0.00822422377872	1	1
Selenium_Pathway	1	1	1	1	1	1	1	0.0829816279301	1	0.00191169552719	1	1	1	1	1	1	1	1	0.0521946689979	1	1	0.0970583128441	1	1	1	1	1	0.0151719520109	1	1	1	1	1	1	1	1	1	1	1	0.0256905747201	1	1	1	0.0724775209603	1	0.0737930358246	1	1	1	1	0.00504405591649	1	1	1	1	1	1	1	0.00190141522517	1	1	1	1	1	1	1	1	0.00701798653612	1	0.000950291683832	1	0.0385986979845	0.0447420609176	0.0367770939845	0.00404571653591	0.0186335079476	0.018980904817	1	0.00385064311808	1	1	1	1	0.0900598463016	1	0.0118940795639	0.0525771997691	0.00830100410529	0.00221768860941	1	0.0494890205378	1	1	0.00634269746935	1	1	1	1	1	1	1	1	1	1	0.013204088971	1	1	0.00215331095797	1	1	1	1	1	0.0730594390312	0.00875555155057	1	1
Senescence_and_Autophagy	0.0422093440657	1	0.0991387376714	1	1	0.0644034292787	1	0.0375362379435	0.0428877427402	0.00151232308632	1	1	1	1	1	1	0.00963279700294	1	0.0200567797844	1	1	1	1	1	1	1	1	0.00330612669032	1	1	0.0335524830826	0.0316045025914	1	1	0.0761340153081	1	1	1	1	0.0558461317696	1	1	0.0672401795207	0.000394440203355	1	0.0458860985803	0.0740824228666	1	0.0539758334689	1	1	0.00935004376555	1	1	1	1	1	1	0.0283554986241	1	1	1	1	1	1	0.0722396460044	1	0.00174474997293	1	0.0132035298153	1	0.00475443925997	1	1	0.000851084279762	1	1	1	0.0382386272022	1	1	1	1	1	0.0119123641367	0.00143783472635	3.57337139129e-05	0.00775572618139	0.00811413903951	1	1	1	0.00490030849005	1	1	1	1	0.0701263186651	1	0.0238018524789	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0787139623588	1
Serotonin_Transporter_Activity	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0106287805731	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Signaling_Pathways_in_Glioblastoma	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00583479731596	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0991038161843	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0456779029626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.073147553829	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0301548196977	1	1	1	1	1	1	0.01461212444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Signaling_of_Hepatocyte_Growth_Factor_Receptor	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.085442397342	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
