	AHR	ARID3A	ARID5B	ARNT	ASCL2	ATF3	ATF4	ATF5	BATF	BATF3	BBX	BCL11A	BHLHE41	CDC5L	CEBPD	CEBPG	CEBPZ	CREB3	CREB3L2	CREM	CUX1	DBP	DDIT3	DNMT1	DNTTIP1	EGR2	EPAS1	ETS2	ETV5	FOS	FOXO3	GTF3A	HBP1	HES6	HIF1A	HLX	HMG20B	HMGA1	HMGN3	IRF1	IRF2	IRF3	IRF5	IRF7	IRF8	IRF9	JUN	JUNB	JUND	KLF10	KLF3	KLF6	LCORL	LYL1	MAFB	MAFF	MBD2	MECP2	MEF2A	MITF	MSANTD3	MSC	MTF1	MTF2	MXD1	MXD4	NFAT5	NFE2L1	NFE2L2	NFIC	NFKB1	NFKB2	NR1H3	NR3C1	PKNOX1	PLSCR1	POU2F2	PPARG	RBPJ	REL	RELA	RELB	RREB1	RUNX1	SNAI3	SOX4	SP3	STAT1	STAT2	STAT3	STAT4	STAT5A	TCF4	TCF7L2	TFDP2	TFEB	TFEC	TGIF1	THAP1	TSC22D1	XBP1	XPA	YBX1	YBX3	YY1	ZBTB43	ZEB2	ZHX1	ZNF143	ZNF267	ZNF274	ZNF281	ZNF322	ZNF350	ZNF37A	ZNF385A	ZNF394	ZNF444	ZNF580	ZNF75A	ZNF780A
Prostaglandin_Synthesis_and_Regulation				HPGD HSD11B1 PTGDS PTGIR	S100A10 TBXAS1			HSD11B1 TBXAS1		ANXA1 HPGD HSD11B1 PTGDS PTGER2 S100A10									ANXA6 TBXAS1			HPGD HSD11B1 PTGDS PTGER2 S100A10 TBXAS1						HSD11B1 PTGDS PTGIR S100A10		PTGDS S100A10	ANXA1 HPGD PTGS1				HPGD PTGER2	HPGD PTGER2	ANXA1 PTGDS	ANXA1 HPGD PTGIR PTGS1	PTGDS S100A10	HSD11B1 PTGER2 PTGIR TBXAS1						HSD11B1 TBXAS1			HSD11B1 TBXAS1						ANXA6 HPGD PTGDS S100A10				ANXA1 HPGD PTGIR S100A10	HSD11B1 TBXAS1	PTGDS TBXAS1	ANXA6 TBXAS1	PTGER2 S100A10						HPGD HSD11B1 PTGER2 PTGIR S100A10			HSD11B1 PTGER2 PTGIR	HPGD PTGIR S100A10	ANXA1 HSD11B1 S100A10	HPGD HSD11B1 PTGER2 PTGIR PTGS1 S100A10			HPGD PTGIR PTGS1	ANXA1 PTGDS S100A10									ANXA1 HSD11B1 PTGS1 TBXAS1					HPGD PTGDS				HPGD PTGDS	PTGER2 PTGIR									ANXA1 PTGDS S100A10										ANXA1 PTGIR S100A10	HSD11B1 PTGDS	PTGIR PTGS1		
Proteasome_Degradation							PSMA4 PSME1												PSME1 PSME2 UCHL1								PSMA7 UCHL1									UBE2D1 UCHL1				PSMA4 PSME1 PSME2 UBE2D1			PSMA4 PSME1 PSME2																																H2AFZ PSMA4 PSMA7 PSME1 UBE2D1 UCHL1	PSMA4 UCHL1		H2AFZ PSMA7 PSME1 UBE2D1 UCHL1			H2AFZ PSMA4 PSMA7 PSME1 PSME2					PSMA4 PSME1 PSME2 UCHL1									H2AFZ PSME2				PSMA7 UCHL1				H2AFZ PSMA7 PSME1 PSME2 UCHL1															PSMA4 PSME1 PSME2			
Quercetin_and_Nf-kB/_AP-1_Induced_Cell_Apoptosis										NFE2L2 NFKB1																		NFE2L2 NFKB1			ACOX2 NFE2L2																												ACOX2 NFE2L2													ACOX2 NFE2L2 NFKB1		FOS JUN	ACOX2 NFE2L2 NFKB1		ACOX2 JUN NFE2L2	ACOX2 FOS NFE2L2										ACOX2 FOS NFE2L2		ACOX2 NFE2L2	JUN NFE2L2					NFE2L2 NFKB1																					ACOX2 NFE2L2				
Quercetin_and_Nf-kB/_AP-1_induced_cell_apoptosis										NFE2L2 NFKB1																		NFE2L2 NFKB1			ACOX2 NFE2L2							ACOX2 NFE2L2																					ACOX2 NFE2L2										ACOX2 NFKB1			ACOX2 NFE2L2 NFKB1		FOS JUN	ACOX2 NFE2L2 NFKB1		ACOX2 JUN NFE2L2	ACOX2 FOS NFE2L2										ACOX2 FOS NFE2L2		ACOX2 NFE2L2	JUN NFE2L2					NFE2L2 NFKB1																					ACOX2 NFE2L2				
RANKL/RANK_Signaling_Pathway		SQSTM1 STAT1								ACP5 ICAM1 LYN NFKB1 NFKBIA									ACP5 STAT1			ICAM1 NFKB1 NFKBIA								JUN NFKB2 NFKBIA STAT1										ACP5 ICAM1 SQSTM1 STAT1				ACP5 ICAM1 SQSTM1 STAT1				FOS SQSTM1 STAT1				ICAM1 NFKB1 NFKBIA								SQSTM1 STAT1		ACP5 ICAM1							ACP5 LYN NFKB1 NFKB2 NFKBIA SQSTM1			ICAM1 LYN NFKB1 NFKB2 NFKBIA SQSTM1 STAT1		ACP5 FOS JUN NFKBIA	ACP5 ICAM1 LYN NFKB1 NFKB2 NFKBIA		ACP5 ICAM1 JUN LYN	ACP5 FOS NFKB2 NFKBIA STAT1		NFKB2 NFKBIA	ICAM1 NFKBIA SQSTM1 STAT1							ACP5 FOS ICAM1 NFKB2 NFKBIA SQSTM1	ACP5 ICAM1 NFKBIA SQSTM1 STAT1	ACP5 ICAM1 NFKB2 SQSTM1 STAT1	ACP5 ICAM1 JUN LYN NFKB2 NFKBIA		ACP5 ICAM1 NFKBIA SQSTM1			ACP5 CTSK LYN NFKB1							ACP5 ICAM1 LYN NFKBIA STAT1															ACP5 ICAM1 LYN NFKBIA SQSTM1			
RB_in_Cancer													H2AFZ STMN1				CDKN1A MDM2									CCND1 CDKN1A CKS1B HMGB2 JUN																																																																					CKS1B H2AFZ HMGB2 MDM2																										
Regulation_of_Actin_Cytoskeleton																		ACTG1 TMSB4X						ACTB ACTG1									ACTB MRAS TMSB4X																																																													ACTB ACTG1 MRAS																ACTB ACTG1						ACTB ACTG1					
Regulation_of_toll-like_receptor_signaling_pathway	CCL3 CCL4 CD14									CCL3 CCL4 CD40 CD86 IL1B NFKB1 NFKBIA TLR2		CD14 CD40 CD86 FOS SQSTM1 STAT1																CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKBIA TLR2		CCL5 CD14 JUN NFKB2 NFKBIA STAT1						CCL3 CCL4 CCL5			CCL3 CCL4 CD14 IL1B SPP1 TLR2			CCL3 CD14 NFKBIA		CCL3 CCL5 CD40 CD86 IRF7 SQSTM1 STAT1 TRAFD1	CCL5 CD40 IRF7 SPP1	CCL3 CCL5 CD40 CD86 IRF7 STAT1																							CCL3 CCL5 CD14 CD40 CD80 CD86 MAP3K8 NFKB1 NFKB2 NFKBIA SPP1 SQSTM1 TLR2			CCL3 CCL4 CCL5 CD40 CD80 NFKB1 NFKB2 NFKBIA SQSTM1 STAT1		CCL3 CCL4 CD14 CD86 FOS IL1B IRF7 JUN NFKBIA TLR2	CCL3 CCL4 CCL5 CD14 CD40 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKB2 NFKBIA SPP1 TLR2				CCL3 CCL4 CD14 CD40 CD86 IL1B	CCL4 CCL5 NFKB2 NFKBIA	CCL5 CD40 CD80 IRF7 NFKBIA SQSTM1 STAT1 TRAFD1	CCL5 CD40 NFKBIA		CCL3 CCL4				CCL4 CCL5 CD40 CD80 FOS IRF7 NFKB2 NFKBIA SQSTM1 TRAFD1	CCL3 CCL5 CD40 CD80 IRF7 NFKBIA SQSTM1 STAT1 TRAFD1	CD80 CD86 IL1B IRF7 MAP3K8 NFKB2 SQSTM1 STAT1 TLR2	CCL5 IL1B IRF7 JUN MAP3K8 NFKB2 NFKBIA TLR2	CCL4 CD14 CD86 IL1B STAT1											CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1										CD14 NFKBIA TLR2				CCL4 CD80 CD86 NFKB2 SPP1				
SIDS_Susceptibility_Pathways			HIF1A IL1B PRKACB SLC1A3																										HSP90B1 HSPD1 IL1RN YWHAH YWHAQ																					HSPD1 IL1B YBX1 YWHAH						HSPD1 IL1RN YWHAH YWHAQ										MT-ND2 YBX1																														HIF1A IL1B MT-ND2 NFKB1 PRKACB SLC1A3							HIF1A HSP90B1 IL1B MT-ND2 NR3C1 POU2F2 PRKACB	IL1B NR3C1					HSPD1 IL1RN JUN YWHAQ												
SREBF_and_miR33_in_cholesterol_and_lipid_homeostasis												NR1H3 SCD																																																																			NR1H3 SCD																																										
SREBP_signalling											INSIG1 LPL															FDPS INSIG1 LPL SQLE			FDPS INSIG1 SQLE	DBI INSIG1 MDH1 PPARG SCD	FDPS INSIG1 LPL MDH1 PPARG SQLE							AMFR DBI FDPS INSIG1 LPL MDH1 PPARG																				FDPS SQLE	DBI FDPS INSIG1 MDH1 PPARG SCD SQLE																						DBI FDPS MDH1 PPARG SQLE							DBI INSIG1 MDH1 PPARG SQLE		DBI FDPS INSIG1 PPARG	DBI INSIG2 MDH1 PPARG			FDPS LPL SQLE																											
Selenium_Metabolism_and_Selenoproteins																										JUN SELM TXNRD1																								GPX3 TXNRD1																																					JUN SELM									GPX3 NFKB1 TXNRD1													JUN TXNRD1												
Selenium_Micronutrient_Network					CCL2 GPX3 SOD2			ALOX5AP KYNU TXN		CCL2 ICAM1 IL1B KYNU NFKB1 PRDX2 SOD2 TXN									KYNU SOD2 TXN			ICAM1 IL1B NFKB1						CCL2 ICAM1 IL1B NFKB1 SELM SOD2								ABCA1 KYNU SOD2 TXN				ALOX5AP CCL2 ICAM1 KYNU PRDX2 SOD2 TXN				CCL2 ICAM1 KYNU PRDX2 TXN		GPX3 KYNU PRDX2 TXN				GPX3 IL1B TXNRD1		ALOX5AP CCL2 ICAM1 KYNU NFKB1			ALOX5AP CCL2 GPX3 PRDX2					CCL2 KYNU SOD2 TXN									ABCA1 GPX3 KYNU NFKB1 NFKB2 PRDX2 SELM SOD2 TXN			CCL2 GPX3 ICAM1 KYNU NFKB1 NFKB2 SOD2 TXN		ALOX5AP CCL2 IL1B SOD2	ALOX5AP CCL2 GPX3 ICAM1 IL1B KYNU NFKB1 NFKB2 PRDX2 PTGS1 SOD2 TXN TXNRD1		ABCA1 CCL2 ICAM1 IL1B KYNU SOD2 TXNRD1	ALOX5AP GPX3 NFKB2 PRDX2 PTGS1 SOD2 TXN	CCL2 ICAM1 IL1B KYNU SOD2		ALOX5AP GPX3 ICAM1 KYNU PTGS1 SOD2 TXN					GPX3 ICAM1 PRDX2 SOD2		ALOX5AP ICAM1 KYNU NFKB2 PRDX2 PTGS1 SOD2 TXN	CCL2 ICAM1 KYNU PRDX2 TXN	ALOX5AP ICAM1 IL1B KYNU NFKB2 SOD2 TXN	ALOX5AP GPX3 ICAM1 IL1B KYNU NFKB2 SOD2 TXN		CCL2 ICAM1 PRDX2 TXNRD1			ALOX5AP CCL2 GPX3 IL1B NFKB1 TXNRD1		ALOX5AP CCL2 GPX3					GPX3 ICAM1 IL1B KYNU TXN TXNRD1					IL1B TXN			ICAM1 KYNU SOD2 TXN							ICAM1 PRDX2 SOD2	ALOX5AP GPX3 PTGS1		
Selenium_Pathway					CCL2 GPX3 SOD2			ALOX5AP KYNU TXN		CCL2 ICAM1 IL1B KYNU NFKB1 PRDX2 SOD2 TXN									KYNU SOD2 TXN			ICAM1 IL1B NFKB1						CCL2 ICAM1 IL1B NFKB1 SELM SOD2								ABCA1 KYNU SOD2 TXN				ALOX5AP CCL2 ICAM1 KYNU PRDX2 SOD2 TXN				CCL2 ICAM1 KYNU PRDX2 TXN		GPX3 KYNU PRDX2 TXN				GPX3 IL1B TXNRD1		ALOX5AP CCL2 ICAM1 KYNU NFKB1			ALOX5AP CCL2 GPX3 PRDX2					CCL2 KYNU SOD2 TXN									ABCA1 GPX3 KYNU NFKB1 NFKB2 PRDX2 SELM SOD2 TXN			CCL2 GPX3 ICAM1 KYNU NFKB1 NFKB2 SOD2 TXN		ALOX5AP CCL2 IL1B SOD2	ALOX5AP CCL2 GPX3 ICAM1 IL1B KYNU NFKB1 NFKB2 PRDX2 PTGS1 SOD2 TXN TXNRD1		ABCA1 CCL2 ICAM1 IL1B KYNU SOD2 TXNRD1	ALOX5AP GPX3 NFKB2 PRDX2 PTGS1 SOD2 TXN	CCL2 ICAM1 IL1B KYNU SOD2		ALOX5AP GPX3 ICAM1 KYNU PTGS1 SOD2 TXN					GPX3 ICAM1 PRDX2 SOD2		ALOX5AP ICAM1 KYNU NFKB2 PRDX2 PTGS1 SOD2 TXN	CCL2 ICAM1 KYNU PRDX2 TXN	ALOX5AP ICAM1 IL1B KYNU NFKB2 SOD2 TXN	ALOX5AP GPX3 ICAM1 IL1B KYNU NFKB2 SOD2 TXN		CCL2 ICAM1 PRDX2 TXNRD1			ALOX5AP CCL2 GPX3 IL1B NFKB1 TXNRD1		ALOX5AP CCL2 GPX3					GPX3 ICAM1 IL1B KYNU TXN TXNRD1					IL1B TXN			ICAM1 KYNU SOD2 TXN							ICAM1 PRDX2 SOD2	ALOX5AP GPX3 PTGS1		
Senescence_and_Autophagy	CCL3 CD44 HMGA1		IL1B MAP1LC3A SPARC			CDKN1A CDKN2A HMGA1 IL1B JUN		CREG1 GSN MAP1LC3A MMP14	CREG1 IFI16	CCL3 CD44 CDKN1A CREG1 HMGA1 IL1B INHBA IRF1 MAP1LC3A			CCL3 CDKN2A				CDKN1A MDM2		GSN INHBA IRF1 MAP1LC3A									CCL3 CD44 CREG1 HMGA1 IL1B INHBA IRF7 MAP1LC3A MMP14				CDKN2A GSN HMGA1 SQSTM1			CREG1 GSN IL1B MAP1LC3A					GSN INHBA IRF7 MAP1LC3A MMP14 SQSTM1			GSN INHBA IRF7 SPARC	CCL3 CD44 CREG1 GSN IFI16 INHBA IRF1 IRF7 MMP14 SQSTM1		CCL3 INHBA IRF7 MAP1LC3A SPARC	CCL3 INHBA SPARC				IRF7 MAP1LC3A SPARC		CDKN1A CDKN2A SPARC							CD44 IFI16 SQSTM1		CCL3 CDKN2A INHBA SPARC					CD44 IL1B		CCL3 CD44 CREG1 HMGA1 IFI16 IRF1 MAP1LC3A MDM2 MMP14 SQSTM1			CCL3 CD44 IRF1 MAP1LC3A MMP14 SPARC SQSTM1		CCL3 IL1B IRF7 JUN MAP1LC3A MMP14	CCL3 CD44 CREG1 GSN HMGA1 IFI16 IL1B INHBA IRF1 IRF7 MAP1LC3A MMP14		CCL3 CD44 CDKN2A GSN IL1B INHBA JUN MAP1LC3A MDM2				CD44 GSN IFI16 IRF1 IRF7 SQSTM1						CDKN1A CDKN2A GSN JUN MAP1LC3A	CD44 CDKN1A CREG1 GSN IFI16 INHBA IRF1 IRF7 MMP14 SPARC SQSTM1	CCL3 CD44 CREG1 GSN IFI16 INHBA IRF1 IRF7 MMP14 SPARC SQSTM1	CREG1 GSN IFI16 IL1B IRF1 IRF7 MAP1LC3A SQSTM1	CD44 GSN IL1B IRF1 IRF7 JUN MAP1LC3A SPARC				CDKN2A MDM2 SQSTM1							CDKN1A CDKN2A	CCL3 CD44 CREG1 GSN IL1B IRF1 IRF7 MAP1LC3A																		
Serotonin_Transporter_Activity																																			IL1B MAOA																																																																																						
Signaling_Pathways_in_Glioblastoma																	CDKN1A MDM2																																				CDKN1A CDKN2A																																										CDKN2A MDM2							CDKN1A CDKN2A																			
Small_Ligand_GPCRs																																								PTAFR PTGER2 PTGIR																													PTAFR PTGER2 PTGIR			PTAFR PTGER2 PTGIR			PTAFR PTGER2 PTGIR		PTAFR PTGER2													PTAFR PTGER2								PTGER2 PTGIR																			PTAFR PTGIR				
Spinal_Cord_Injury	CCL2 CCND1 MMP9 VIM		CXCL2 IL1B MBP VIM			CCND1 CD47 CXCL2 IL1B LGALS3 MMP9 RHOC				ANXA1 C1QB CCL2 CD47 ICAM1 IL1B MMP9 VIM												FKBP1A ICAM1 IL1B LGALS3 VIM						C1QB CCL2 CXCL2 FCGR2A FKBP1A ICAM1 IL1B LGALS3 MMP9 VIM	CCL2 CCND1 LGALS3 MMP9 RHOC									ANXA1 BTG2 C1QB CCND1 CXCL2 FCGR2A FKBP1A IL1B LGALS3 MBP MMP9 RHOC TNFSF13B		BTG2 CCL2 CD47 FCGR2A ICAM1 MBP TNFSF13B		C1QB LGALS3 RHOC		CCL2 CD47 FKBP1A ICAM1 MBP TNFSF13B VIM			ANXA1 FOS VIM			CXCL2 FKBP1A IL1B LGALS3 MMP9		CCL2 CXCL2 FCGR2A ICAM1			C1QB CCL2 CCND1 CXCL2 FCGR2A FKBP1A VIM				ANXA1 C1QB CCND1 CXCL2 FCGR2A FKBP1A IL1B LGALS3 MBP MMP9 RHOC TNFSF13B VIM	CCL2 LGALS3 TNFSF13B			C1QB FCGR2A LGALS3				IL1B VIM		C1QB CCND1 CD47 FCGR2A FKBP1A LGALS3 MBP RHOC TNFSF13B VIM				C1QB CCND1 CXCL2 FCGR2A FKBP1A IL1B LGALS3 MMP9 RHOC VIM	ANXA1 BTG2 C1QB CCL2 CXCL2 FCGR2A FKBP1A FOS IL1B LGALS3 VIM	C1QB CCL2 CCND1 CD47 CXCL2 FCGR2A FKBP1A ICAM1 IL1B LGALS3 MBP MMP9 RHOC TNFSF13B VIM	CD47 ICAM1 TNFSF13B	CCL2 CXCL2 FKBP1A ICAM1 IL1B MMP9 TNFSF13B VIM		ANXA1 C1QB CCL2 CD47 ICAM1 IL1B LGALS3 MMP9 VIM					ANXA1 C1QB VIM				ANXA1 BTG2 CD47 FCGR2A FOS ICAM1 MBP TNFSF13B	CCL2 CD47 FCGR2A ICAM1 LGALS3 MBP TNFSF13B	CD47 FKBP1A ICAM1 IL1B MBP MMP9	C1QB CCND1 CXCL2 FKBP1A ICAM1 IL1B LGALS3 MBP MMP9 VIM	C1QB CCND1 IL1B MMP9	C1QB CCL2 CD47 FCGR2A ICAM1 TNFSF13B			CCL2 CXCL2 FKBP1A IL1B MBP MMP9 VIM	CXCL2 MMP9 VIM			ANXA1 BTG2 CCND1 RHOC																					
Statin_Pathway																															LPL SQLE								APOC1 LPL																																															APOC1 LPL								LPL SQLE						APOC1 LPL																	APOC1 SQLE				
Striated_Muscle_Contraction	MYL9 VIM	TNNI2 TPM2		MYL9 TPM4															TNNI2 TPM2			TNNI2 VIM						MYL9 TNNI2 TPM4 VIM	ACTG1 MYL9 TPM4	ACTG1 TPM2 VIM		ACTG1 MYL9					ACTG1 MYL9		ACTA2 ACTG1 TPM4																MYL9 TPM4 VIM								TNNI2 TPM4						MYL9 TNNI2 TPM2 VIM												ACTG1 TNNI2 TPM2																				ACTG1 TPM4															ACTG1 TPM4		TNNI2 VIM			
Sulfation_Biotransformation_Reaction																																																																									SULT1A1 SULT1C2																																																
Sulindac_Metabolic_Pathway																																					CYP1B1 MSRB2																																CYP1B1 MSRB2																																																				
TCA_Cycle																																																																																									DLD IDH2		DLD IDH2																														
TCR_Signaling_Pathway										CD83 FYB IL15RA IL1B NFKB1 NFKBIA RIPK2 VIM												FYB IL1B NFKB1 NFKBIA VIM		CD83 FOS				FYB IL1B MAP3K8 NFKB1 NFKBIA VIM		IL15RA JUN NFKBIA TNFRSF9 VIM																	CD83 FOS FYB VIM																				FYB IL1B LAT VIM		FYB IL15RA LAT MAP3K8 NFKB1 NFKBIA VIM					FOS IL1B JUN NFKBIA VIM																	CD83 IL1B JUN LAT MAP3K8 NFKBIA VIM																	IL1B RIPK2					NFKBIA VIM					IL15RA LAT NFKBIA TNFRSF9 VIM			
TGF_Beta_Signaling_Pathway																			INHBA STAT1			FKBP1A INHBA NFKB1						CTNNB1 FKBP1A INHBA NFKB1 SKIL																FKBP1A INHBA SKIL STAT1	SKIL SPP1		FOS INHBA	CTNNB1 FOS INHBA STAT1								FKBP1A SPP1				SKIL STAT1		CTNNB1 INHBA												FKBP1A FOS JUN SKIL			FKBP1A INHBA JUN SKIL																												INHBA STAT1																
TGF_beta_Signaling_Pathway																										ATF3 CCND1 CDKN1A DAB2 JUN JUNB KLF6																																										ATF3 CCND1 CDKN1A JUNB NUP214																																ATF3 CCND1 CDKN1A JUNB		ATF3 CDKN1A																			
TOR_Signaling				DDIT4 FKBP1A PRKAA1																															DDIT4 FKBP1A																	DDIT4 PRKAA1																																							DDIT4 FKBP1A PRKAA1																														
TP53_Network						BID CDKN1A CDKN2A PMAIP1						CDKN1A PMAIP1					CDKN1A MDM2						CDKN1A PMAIP1														CDKN1A CDKN2A PMAIP1	MDM2 PMAIP1 TNFSF10										BID CDKN1A PMAIP1					CDKN1A CDKN2A PMAIP1																BID MDM2 TNFSF10								BID CDKN2A MDM2				BID TNFSF10					BID CDKN1A CDKN2A PMAIP1 TNFSF10	CDKN1A CDKN2A	BID CDKN1A TNFSF10							CDKN2A MDM2							CDKN1A CDKN2A																			
TSH_signaling_pathway																					MYL12A STAT1																																																																																				MYL12A STAT1																
TSLP_Signaling_Pathway										HCK IL2RA IL7R LYN NFKB1 NFKBIA STAT4																		HCK IL2RA IL7R NFKB1 NFKBIA STAT4		IL7R NFKB2 NFKBIA STAT1		HCK IL2RA IL7R LYN STAT4			HCK IL2RA LYN STAT4	IL7R STAT4		HCK IL2RA IL7R NFKBIA STAT4		HCK IL7R STAT1 STAT4				IL2RA IL7R STAT1 STAT4								HCK IL2RA NFKB1 NFKBIA							HCK IL2RA IL7R LYN NFKBIA STAT4										HCK IL2RA IL7R LYN NFKB1 NFKB2 NFKBIA STAT4		IL2RA NFKB2	HCK IL7R LYN NFKB1 NFKB2 NFKBIA STAT1 STAT4			HCK IL2RA IL7R LYN NFKB1 NFKB2 NFKBIA STAT4		HCK IL7R LYN STAT4	HCK IL7R NFKB2 NFKBIA STAT1 STAT4		NFKB2 NFKBIA		NFKBIA STAT4						HCK IL7R NFKB2 NFKBIA	IL7R NFKBIA STAT1 STAT4	HCK IL2RA IL7R NFKB2 STAT1 STAT4	HCK IL2RA IL7R LYN NFKB2 NFKBIA	IL2RA STAT1				HCK IL2RA LYN NFKB1 STAT4																					HCK IL7R NFKB2				
TWEAK_Signaling_Pathway	CCL2 MMP9 TNFSF12				BIRC3 CCL2	BIRC3 JUN MMP9				BIRC3 CCL2 MMP9 NFKB1 NFKBIA												NFKB1 NFKBIA						CCL2 CCL5 CTNNB1 MMP9 NFKB1 NFKBIA	CCL2 MMP9 TNFRSF12A	CCL5 JUN NFKB2 NFKBIA														BIRC3 CCL2 CCL5	CCL5 TNFSF12			BIRC3 CTNNB1 TNFSF12		MMP9 TNFRSF12A		CCL2 NFKB1 NFKBIA										BIRC3 CTNNB1						BIRC3 TNFRSF12A	BIRC3 CCL5 NFKB1 NFKB2 NFKBIA TNFRSF12A		MMP9 NFKB2	CCL2 CCL5 NFKB1 NFKB2 NFKBIA		CCL2 JUN NFKBIA	CCL2 CCL5 MMP9 NFKB1 NFKB2 NFKBIA TNFRSF12A		CCL2 JUN MMP9	CCL5 MMP9 NFKB2 NFKBIA TNFRSF12A		BIRC3 CCL5 NFKB2 NFKBIA	BIRC3 CCL5 NFKBIA	CCL5 NFKBIA						CCL5 NFKB2 NFKBIA TNFSF12	BIRC3 CCL2 CCL5 NFKBIA		CCL5 JUN MMP9 NFKB2 NFKBIA		BIRC3 CCL2 CCL5 NFKBIA			CCL2 MMP9 NFKB1													JUN TNFRSF12A									NFKBIA TNFSF12			
Tamoxifen_metabolism																																					CYP1B1 SULT1A1																			CYP1B1 SULT1A1																																																			CYP1B1 SULT1A1														
Toll-like_receptor_signaling_pathway	CCL3 CCL4 CD14									CCL3 CCL4 CD40 CD86 IL1B NFKB1 NFKBIA TLR2		CD14 CD40 CD86 FOS STAT1											CD14 TLR2					CCL3 CCL4 CCL5 CD14 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKBIA TLR2		CCL5 CD14 JUN NFKB2 NFKBIA STAT1					CCL5 CD14 IL1B TLR2	CCL3 CCL4 CCL5			CCL3 CCL4 CD14 IL1B SPP1 TLR2			CCL3 CD14 NFKBIA	CCL5 CD40 IRF7 STAT1	CCL3 CCL5 CD40 CD86 IRF7 STAT1	CCL5 CD40 IRF7 SPP1	CCL3 CCL5 CD40 CD86 IRF7 STAT1	CCL3 CD86 FOS					CD80 NFKB1 NFKBIA							CCL3 CCL4 CD14 CD86 IL1B NFKBIA SPP1 TLR2			CCL3 CD14 CD40							CCL3 CCL5 CD14 CD40 CD80 CD86 MAP3K8 NFKB1 NFKB2 NFKBIA SPP1 TLR2		CCL4 NFKB2	CCL3 CCL4 CCL5 CD40 CD80 NFKB1 NFKB2 NFKBIA STAT1	CCL3 CCL4 CD14 CD86 IL1B SPP1 TLR2	CCL3 CCL4 CD14 CD86 FOS IL1B IRF7 JUN NFKBIA TLR2	CCL3 CCL4 CCL5 CD14 CD40 CD80 CD86 IL1B IRF7 MAP3K8 NFKB1 NFKB2 NFKBIA SPP1 TLR2		CCL3 CD80 CD86 IL1B JUN	CCL5 CD80 FOS IRF7 NFKB2 NFKBIA STAT1	CCL3 CCL4 CD14 CD40 CD86 IL1B	CCL4 CCL5 NFKB2 NFKBIA	CCL5 CD40 CD80 IRF7 NFKBIA STAT1	CCL5 CD40 NFKBIA		CCL3 CCL4				CCL4 CCL5 CD40 CD80 FOS IRF7 NFKB2 NFKBIA	CCL3 CCL5 CD40 CD80 IRF7 NFKBIA STAT1	CD80 CD86 IL1B IRF7 MAP3K8 NFKB2 STAT1 TLR2	CCL5 IL1B IRF7 JUN MAP3K8 NFKB2 NFKBIA TLR2	CCL4 CD14 CD86 IL1B STAT1											CCL3 CCL4 CCL5 CD80 CD86 IL1B IRF7 MAP3K8 NFKBIA SPP1 STAT1										CD14 NFKBIA TLR2				CCL4 CD80 CD86 NFKB2 SPP1				
Trans-sulfuration_and_one_carbon_metabolism																MTHFD2 PHGDH PSAT1																																MTHFD2 PHGDH PSAT1																																						MTHFD2 PHGDH PSAT1		MTHFD2 PHGDH PSAT1					MTHFD2 PSAT1								MTHFD2 PSAT1				MTHFD2 PSAT1							PHGDH PSAT1					GCLC MTHFD2				
Transcriptional_activation_by_NRF2								NFE2L2 NQO1		GCLC NFE2L2 SLC7A11																		GCLC NFE2L2							NFE2L2 SLC7A11					GCLC NFE2L2																													GCLC NQO1 SLC7A11		NFE2L2 SLC7A11				GCLC NFE2L2 NQO1 SLC7A11		NFE2L2 SLC7A11	GCLC NFE2L2	GCLC NFE2L2 SLC7A11									NFE2L2 SLC7A11		NFE2L2 NQO1	NFE2L2 NQO1												NQO1 SLC7A11								NQO1 SLC7A11						GCLC NFE2L2				
Triacylglyceride_Synthesis																																																																																						GPD1 LPL																																			
Tryptophan_metabolism						ALDH1A1 ALDH2 CYP19A1							CYP19A1 CYP1B1			CYP19A1 WARS															ALDH2 CYP1B1 IDO1						ALDH1A1 CYP1B1 WARS	ALDH2 CYP19A1 IDO1 MDM2 WARS			IDO1 WARS		IDO1 KYNU WARS			ALDH1A1 IDO1 KYNU WARS							ALDH2 CYP19A1							CYP1B1 KYNU		ALDH1A1 CYP19A1							ALDH2 CYP1B1 IDO1 KYNU MDM2								CYP19A1 IDO1 KYNU MDM2												IDO1 KYNU WARS																		ALDH1A1 ALDH2 CYP1B1				KYNU WARS										
Type_III_interferon_signaling																																								STAT1 STAT2			STAT1 STAT2	STAT1 STAT2		STAT1 STAT2																																											STAT1 STAT2	STAT1 STAT2																															
