	Atf6	Batf	Bcl11b	Crem	Ddit3	Egr2	Etv6	Fosl2	Hif1a	Id2	Ikzf3	Ikzf4	Irf4	Irf8	Lef1	Maf	Nfatc2	Nfe2l2	Pou2af1	Prkrir	Rorc	Satb1	Sp4	Stat3	Zeb1	Zfp36l2
Aars2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.622739319981	0	0	0	0	0	0	0	0	0	0	0
Aarsd1	0	0	0.633379618069	0	0	0.636575268108	0	0	0	0	0	0	0	0	0.676448197752	0	0	0	0	0	0	0.671279374754	0	0	0	0
Aasdhppt	0.633901841288	0	0	0	0	0	0	0	0	0	-0.619930238795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aatf	0	0	0	0	0	0	0	0	0	0	-0.668804571961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca1	0	0	0.61032464982	0	0	0	0.67375400069	0	0	0	0.682041327115	0	0	0	0.674430517133	-0.679173607075	0	0	0	0	-0.686817562901	0	0	0.682168915742	0	0
Abca12	0	0	0	0	0	-0.2512787419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.670226026784	0	0	0	0	0	0	0	0	0.641744091105	0	0
Abca7	0	0	-0.65426117799	0	0	0	0.410560231325	0	0	0	0	0	0	0.40370363069	0.636257780128	0	0	0	0	0	0	0	0	0	0.434658331859	0
Abcb10	0	0	0	0	0	0	0	0	0	0.644085194059	0	0	0	0	0	-0.670112899152	0	0	0	0	0	0	0	0	0	0
Abcb1a	0	0	0	0	0	0	0	0	0	0	-0.653285353842	0	0	0	0	-0.640596025753	0	0	0	0	0	0	0	0	0	0
Abcb1b	0	-0.675938930732	0	0	0	0	0	-0.629937857558	0	0	-0.676914754881	0	0	0	0	-0.656942887316	0	0	0	0	0	0	0	0	0	0
Abcb6	0	0.633774252661	-0.605101325907	0	0	0	-0.664550701508	0	0.634269771283	0	0	0	0	0	0	0	0	0	0	0	0	0	0.387608380091	0	0	0
Abcb7	0	0	0.648004835379	0.669285431554	0	0	0	0	0	0	-0.619471240029	0	0	0	0	0	0	0	0	0	0	0.677089108066	0	0	0	0
Abcb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.881940331148	0
Abcb9	0	0.687919305506	-0.629352363069	0	0	0	0	0.671561256605	0.660342358928	0	0.684257808618	0	-0.623923889475	0	0	0	0	0	0	0	-0.68787651281	0	0	0	0	0
Abcc1	0	0.634311311767	0	0	0	0	0	0	0	0	0	0	0.621190453389	0	0	0	0	0	0	0	0	0	0.350823926619	0	0	0
Abcc4	0	0	-0.665132581833	0	0	0	0	0	0	0	-0.639114218714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcc5	0	0	0.645548012508	0	0	0.628112878218	0	0	0	0	0	0	0	0	0.6456934042	0	0	0	0	0	0	0.641313850385	0	0	0	0
Abcd1	0	0	0	0	0	0	0	0.587171764717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.633210202928	0	0	0
Abcd3	0	0	0	0	0	0	0.661992109552	0	0	0	0	0	-0.687706647125	0	0	-0.684649064794	0	0	0	0	0	0	0	0.664882140321	0	0
Abcd4	0	0	0.660722157633	0	0	0.65730396929	0	0	0	0	0	0	0	0	0.664959286933	0	0	0	0	0.687052889711	0	0.671285309109	0	0	0	0.673899392381
Abce1	0	0	0	0	0	0	0	-0.63510611138	0	0	-0.642117588592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcf2	0	0	0	0	0	0	-0.246574045225	-0.670044230045	0	0	-0.658103033803	0	0	-0.302976973384	0	0	0	0	0	0	0	0	0	0	0	0
Abcg1	0	-0.60496037353	0	0	0	0.214787119303	0	0.66919938341	0	0	0	0	0	0	0.662713133656	0	0	0	0	0	0	0	0	0	0	0
Abcg2	0	0	0	0	0	0	0	0	0	0	-0.643458443255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.485752991446	0
Abhd11	0	0	0	0	0	0	-0.278775292509	0	0	0	0	0	0	-0.267176682397	0	0	0	0	0	0	0	0	0	0	0	0
Abhd12	0	-0.634538687708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abhd13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.470675634107	0
Abhd14a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671754123135	0	0	0	0	0	0	0	0
Abhd14b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666570464251	0	0	0	0	0	0	0	0
Abhd15	0	0	0	0.679801108192	0	0	0	0	0	0	0	0	0	0	0	0	0.646369920642	0	0	0	0	0	0	0	0	0
Abhd16a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628133648459	0	0	0	0	0	0	0	0	0	0	0
Abhd4	0	0	-0.653379322094	0	0	0	0	0	0	0	0	0	0	0	0	-0.645710067122	0	0	0	0	0	0	0.488663390062	0	0	0
Abhd8	0	0	-0.645023376055	0	0	0.302117286409	-0.637404719373	0	0.618392405118	0	0	0	0	0.335940595854	0.659677711195	0	0	0	0	0	0	0	0	0	0	-0.660452240085
Abi2	0	0	0	0	0	0	0	0	0	0	0	0	0.597411493858	0	0	0	0	0	0	0	0	0.653544555549	0	0.634649569988	0	0
Abi3	0	0.638963845899	0	0	0	0	0	0	0	0	0	-0.316358836966	0.661564836009	0	0	0	0	0	0	0.676593589444	0	0	0	0.65401930393	0	0
Abl1	-0.64411260685	0	0	0	0	0.305779911127	0	0	0	0	0	0	0	0	0.651847330087	0	0	0	0	0	0	0	0	0	0	0
Abl2	0	0	0	0	0	0	0	0	0	0	-0.651561397848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ablim1	0	0	0	0	0	0	0.289781076811	0.681349974784	0.64846771505	0	0.595794382186	-0.150446414737	0	0	0	0	0	0	0	0	-0.677218344615	0	-0.374590689465	0	0	0
Abr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.608686767906	0	0	0	0	0	0	0	-0.342722570884	0	0	0
Abt1	0	0	0	0	0	0	0	0	0	0	-0.618358077667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abtb1	0	0	0	0	0	-0.66088955387	-0.640061129554	0	0.628424431843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592438504568	0	-0.658590945877
Abtb2	-0.669975560938	0.626516536787	0	0	0	0	0	0	0.608956781047	0	0	0	0.675210884784	0	0.670306140573	-0.658768039889	0	0	0	0	0	0	0	0.664330245328	0	0
Acaa1a	0	0	0	0	0	0.246083307244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acaa2	0	0	0	0	0	0	0	0	0.607761008562	0	0	0	0	0	0	-0.623829921224	0	0	0	0	0	0	0	0	0	0
Acaca	0	0	0.654802638758	0	0	0	0	-0.662125597791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acad8	0.652758253543	0	0	0	0	0	0	0	0	0.643198008022	0	0	0	0	0	0	0.627967486526	0	0	0.661950569069	0	0	0	0	0	0
Acad9	0	0	0	0	0	-0.326218371967	0	0	0	0	-0.641636904845	0	0	-0.234701111387	0	0	0	0	0	0	0	0	0	0	0	0
Acadl	0	0	-0.670969455904	0	0	0.191698255458	0	0	0	0	0	0	0	0.369531073411	0	-0.658222301199	0	0	0	0	-0.651055414955	0	0	0	0	0
Acadm	0	0	-0.679278417817	0	0	-0.645731752103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.620541032428	0	0	0	0	-0.631737710987
Acadsb	0	0	0	0	0	0	0	0.631519197851	0	0	0	0	0	0	0	0	0	0	0	0	-0.650130189096	0	0	0	0	0
Acadvl	0	0	0	0	0	0.652755286366	0	0	0	0	0	0	0	0	0.636658349075	0	0	0	0	0	0	0.665321282574	0	0	0	0
Acap1	0	0	-0.606340983991	0	0	0	0	0	0.597473804583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607349335611	0	0	0	0	0	0	0	0	0	0
Acap3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618068982784	0	0	0	0	0	0	0	0	0	0	0
Acat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257828780547	0	0	0	0	0	0	0	0	0.268466809865	0	0	0
Acat3	0	-0.605535025529	0	-0.601888334546	-0.67907602466	0	0	0	0	0	0	0	-0.635883156534	0	0	0	0	0	0	0	0	0	0	0	0	-0.651413217144
Acbd4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.592159589894	0	0	0	0	0	0	0	0	0	0.796443267417	0
Acbd5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.638857613104	0	0	0	0	0
Acly	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664834665483	0	0
Aco2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.601945340896	0	0	0	0	0	0	0	0	0	0	0
Acot13	0	0	-0.669903277668	-0.652313143858	0	-0.651438516288	0	0.587026373025	0	-0.631849750055	0	0	0	0.487660421923	0	0	0.599817874714	0	0	0	-0.617317198576	-0.630302888073	0	0	0	-0.65574298503
Acot7	0	0	0	0	0	0	0	-0.605119396725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acot8	0.594251449948	0	0	0	0	0	0	0	0	0	0	0	0	0	0.595740972993	0	0.65545838496	0	0	0	0	0	0	0	0	0
Acot9	0	0	-0.651387917999	0	-0.66824799078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.602625623902
Acox1	0	0	0	0	0	0	0	0	0.625920134133	0	0	0	0.645091067191	-0.400536519992	0	0	0	0	0	0	0	0	0	0	0	0
Acox3	0	0.653850174819	-0.660871483053	0	0	0	0	0.588753270261	0	0.662036617213	0.587017471493	0	0.595073358082	0	0	0	0	0	0	0	0	0	0	0.652034262262	0	-0.660860640562
Acp1	0.653069807168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acp2	0	0	-0.677973704789	0	0	-0.628658443675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.655602032653
Acp5	0	0.654167662799	-0.61922547691	0	0	0	0	0.684171760474	0.686990578986	0	0.670157781705	0	0	0	0	0	0	0	0	0	0	0	-0.546047495682	0.684373528536	0	-0.620895220453
Acp6	0	0	0	0.673178368278	0	0.600188771887	0	0.646159251048	0.590800622653	0	0	0	0	0	0	0	0	0	0	0	-0.679726574092	0.618505157859	0.444592492466	0	0	0
Acsbg1	0	0.591957821832	-0.680633729133	-0.669043106752	-0.676087111436	-1.06581513006	0.533519349027	0.677092075243	0	0	0	0	-0.679253118672	0	0	0	0	0	0.233896945862	0	-0.613804231643	-0.604429091494	0	0.68602327916	0.460192229044	-0.680134974569
Acsf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65375819232	0	0	0.651345877109	0	0	0	0	0	0	0	0
Acsf3	0	0	0.645135574851	0	0	0.666098683047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654553395858	0	0	0	0
Acsl3	0	-0.668031140969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.678768820762	0	0	0.633821727498	0	0
Acsl4	0	0.673273317954	0	0	0	-0.235774227595	-0.265983269714	0.646544984107	0	0	0	0	0.67921360707	0	0	0	0	0	-0.24337648728	0	0	0	0	0.685159830542	0	0
Acsl5	0	-0.671797099348	0	0	0	0	0	0	0	0	-0.654904499095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsl6	-0.684226207664	0	-0.655504450239	0	-0.606279543212	1.29804227934	-0.684222593501	-0.650704841095	0.647503382402	0.63167942543	0	0	0.685655349165	0	0	-0.687077782675	0	-0.674930579113	0	0	-0.674778784245	0	-0.793697045134	-0.660192020312	0	0
Acss2	0	-0.666643302181	0	0	0	0	0	0.606407975677	0	0.66684344457	0.601874128639	0	0	0	0	0	0.654173597154	0	0	0	0	0	0	0	0	0
Acta1	0	0	-0.621191581861	0	-0.662884572129	0	0	0	0	0	0	0	0	0	0.644352240023	0	0	0	0	0	0	0	0	0.645607356055	0	-0.664525402363
Actg1	0	0	-0.656118858035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actl6a	0	0	0	0	0	0	0	0	0	0	-0.632890629147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.661475048359	0	0
Actn4	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.248207748981	0	0	0	0	0	0	0	0	0	0	0	0
Actr1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.619413114137	0	0	0	0	0	0	0	0	0	0	0
Actr5	0	0	0	0	0	0	0	0	0	0	-0.611856197511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.619879640506	0	0	0	0	0	0	0	0	0	0
Acvr1b	0	0	0	0	0	0.418375024735	0	0	0.667422044159	0	0	0	0	0	0.616914750782	0	0	0	0	0	0	0	0	0	0	0
Acvrl1	0	0	0	0	0	0	0	0.677943655152	0.688091401794	0.682240127999	0.670697807988	0	0.677000092745	0	0	0	0	0	0.300962082035	0	0	0	-0.927470905588	0.680397510845	0	0
Acy1	0	0	0	0	0	0	-0.466266753333	0	0	0	0	0	0	-0.364778914851	0	0	0	0	0	0	0	0	0	0	0	0
Ada	0	0	0	0	0	0	0	0	0	0	0	0	0.653933255786	0	0	-0.645699224632	0	0	0	0	0	0	0	0	0	0
Adam10	0	-0.679661519149	0	0	0	0	0	-0.651120469899	0	0	-0.641788699712	0	0	0	0	0	0	0	0	0	0	0	-0.215124725543	0	0	0
Adam15	0	0	0	0	0	0	0	0.648912791658	0	0	0	0	0.621561350561	0	0	0	0	0	-0.392584415468	0	0	0	0	0.672860880299	0	0
Adam17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.620428993359	0	0	0	0	0	0	0	0	0	0
Adam19	0	0.687150806564	0	0	0	0	0	0	0	0	0	0	0	0	0.650610017119	-0.677489406878	0	0	0	0	0.682370683804	0	0	0.687109266081	0	0
Adamts10	0	0	0	0	0	0.221063729732	0.383056218155	0	0	0	0	0	0	0	0.658057632345	0	0	0	0	0	0	0	0	0	0	0
Adamts6	0	0	-0.672057319121	0	0	0	0	0	0	0	0	0	-0.687388600736	0	0	-0.671735658569	0	0	0	0	0	0	-0.498081141478	-0.611809213385	0	0
Adap1	0	0.684625738614	0	0	0	0	0	-0.683550359087	0	0	0	0	0.686631550523	0	0	-0.68752593895	0	0	0	0	0	0	0	0	0	0
Adar	0	0	0	0	0	0.271200793549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adarb1	0	0	-0.663339956731	0	0	0	0	0.680074088511	0	0	0	0	0.682670368719	0	0	0	0	0	-0.333901824311	0	0	0	0	0.687263559305	0	-0.629269237309
Adat2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.610153926496	0	0	0	0	0	0	0	0	0	0
Adat3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.660950630292	0	0	0	0	0	0	0	0	0	0	0
Adck1	0	0	0	0	0	0	0	0	0	0	-0.611053853211	0	0	0	0.652529780885	0	0	0	0	0	0	0	0	0	0	0
Adck5	0	0	0	0	0	0	0	0	0.618840448903	0	0	0	0	0	0.662526201481	0	0	0	0	0	0	0	0	0	0	0
Adcy3	0	0	0	0	0	0	0	0	0.660852713438	0	0	0	0	0	0.638420852439	0	0	0	0	0.665712949988	0	0	0	0	0	0
Adcy6	0	0.667822613106	-0.613475342763	0.656140835757	0	0	-0.645493217312	0	0	0	0	0	0.68240925711	0	0	0	0	0	0	0	0	0	0	0	0	0
Adcy7	0	-0.668497368062	-0.660112508715	0	0	0	0	0	0	0	-0.63376887088	0	-0.618043645442	0	0	-0.667637197146	0	0	0	0	0	0	0	0	0	0
Add1	0	0	0	0	0	0.264291357985	0.301711323115	0	0	0	0	0	0	0.234417832589	0	0	0	0	0	0	-0.665053070236	0	0	0	0	0
Add3	0	0	0	0	0	0.287752454351	0.308958961923	0	0	0	0	0	0	0.321224426446	0	0	0	0	0	0	0	0	-0.490332018601	0	0	0
Adh1	0	0.684195497893	-0.666122862635	0	-0.61957605077	0	0	0.675371112362	0	0	0.64306448504	0	0	0	0	0	0.648770367143	0	0	0	-0.669502105518	0	0	0	0	0
Adh4	0	0	0	0	0	0	0	0.63902022227	0	0	0	0	0.679810009724	0	0	0	0	0	0	0	0.62787253685	0	0	0.616410330628	0	0
Adh5	0	0	0	0	0	0	0	0	0	0	0	0	0.642227741019	0	0	0	0	0	0	0	0	0	0	0	0	0
Adi1	0.669122236798	-0.649457954684	0	0.669620722598	0	0.629792300615	0	0	0	0	0	0	0	0	0	0	0.65807543541	0	0	0	0	0	0	0	0	0
Adk	0	0	0	0	0	0	0	-0.64297053118	0	0	-0.629825818489	0	0	0	0	-0.661608772409	0	0	0	0	0	0.658695575482	0	0	0	0
Adm	0	-0.624961154403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ado	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.590750180638	0	0	0	0	0	0	0	0	0	0	0
Adora2a	0	0.654034139817	0	0	0	-0.643499581417	0	-0.686293509193	0	0	0	0	0	0	0	-0.655493607748	0	0	0	0	0	0	0	0	0	0
Adora2b	0	0	0	0	0	0	0	0.651215321305	0	0	0.672291182241	0	0	0	0.60820608517	0	0	0	0	0	-0.685841738753	0	0	0	0	0
Adpgk	0	-0.609116661569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667018508036	0	0	0	0	0	0	0	0	0
Adprh	0	0	-0.680239785311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217969453625	0
Adprhl2	0	0	0	0	0	0	0	0	0	0	-0.64728222825	0	0	0	0.639426725571	0	0.661550000122	0	0	0	0	0	0	0	0	0
Adrbk1	0	0	0	0	0	0.299135247212	0	0	0	0	0	0	0	0	0.613291827201	0	0	0	0	0	0	0	0	0	0	0
Adsl	0	0	0	0	0	0	0	0	0	0	-0.653462447855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adss	0.646191889999	0	0	0	0	0	0	0	0	0	0	0	0.612796308578	0	0	0	0	0	0	0	0	0	0	0	-0.236764061626	0
Adssl1	0	0.657835094041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aebp2	0	0	0	0	0	0	0	0.59629880234	0.612312658665	0	0	0	0.669507969858	0	0	0	0	0	-0.16965415009	0	0	0	0	0	0	0
Aen	0	-0.660607649117	-0.602278664205	0	0	-0.294497713583	0	-0.674514950308	0	0	-0.680196415349	0	0	0	0	0	0	0	0	0	0.652339881533	0	0	0	0	-0.614302986207
Aes	0	0	0	0	0	0	0	0	0	0	0	0	0.674825151725	0	0	0	0	0	0	0	0	0	0	0	0	0
Aff1	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.402778273181	0	0	0	0	0	0	0	0	0	0	0	0
Aff3	0	0.684676180629	-0.677767697469	0	0	-0.653393778748	0	0.679771436419	0	0	0.627822094834	-0.27684666836	0.68631702972	0	0.605060877146	0.645512406379	0	0	0	0	-0.684974339511	0	0	0	0	-0.665797587919
Aff4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.668018446813	0	0	0	0	0	0	0	0	0	0	0
Afg3l2	0	0	0	0	0	0	0	0	0.677261204354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afmid	0	0	-0.637936001409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aftph	0	0	0	0	0	0	0	0	0	0	-0.606463865551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agap2	0	0	0	0	0	0	0	0	0.614828825083	0	0	0	0	0	0.669208284943	0	0	0	0	0	0	0	-0.318379698363	0	0	0
Agap3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62619608163	0	0	0	0	0	0	0	0	0	0	0
Agbl5	0	0	0	0	0	0	0	0.667137195131	0.676246429689	0.662285860113	0.661570770364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agfg1	0	0	0	0	0	0	0	-0.627256148233	0	0	-0.603572534742	0	0	0	0	-0.601946161162	0	0	0	0	0	0	0	0	0	0
Agfg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.662873361234	0	0	0	0	0	0	0	0	0	0	0
Aggf1	0	0	0	0	0	0	0	0	0	0	-0.628806624379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agk	0	0	0	0	0	0	0	0	0	0	-0.599882473797	0	0	0	0	0	0	0	0	0	0	0.637963907122	0	0	-0.794088083307	0
Agl	0	0	-0.606142204999	0	0	0	0	0	0.685587104085	0.651099601387	0.595559975172	0	0	0	0	-0.647325598212	0	0	0	0	0	0	0	0.673896425204	0	0
Agpat2	0	0	-0.640574340772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8124997127	0	0	0
Agpat4	0	-0.670037001718	0	0	0	0	-0.626414048134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.430622579113	0	0	-0.669317783179
Agpat5	0	0	0	0	0	0	0	0	0	0	-0.606803596922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agpat6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288846167225	0
Agpat9	0	0	0	0	0	0	0	0.672172495146	0	0	0.673759935045	0	0.668258788181	0	0	0	0	0	0	0	-0.682549235794	0	0	0.678836775543	0	0
Ahctf1	0	0	0	0	0	0	0	-0.650990360012	0	0	-0.644163205139	0	0	-0.301502371419	0	0	0	0	0	0	0	0	0	0	0	0
Ahcy	0	-0.666795097048	0	0	0	0.237600465413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahdc1	0	0	-0.643310262551	0	0	0	0	0	0	0	0	0	0	0	0.680246184799	0	0	0	0	0	0	0.670000521303	0	0	0	0
Ahi1	0	0	0	0	0	0	0	0	0	0	0	0	-0.65675133665	0	0	-0.628130775803	0	0	0	0	0	0	0	0	0	0
Ahnak	0	0.669246858249	0.686106360126	0	0	0.680174972542	0	-0.678526671806	0.613819984774	0	0	0	0.686640452055	0	0	-0.682574534939	0	0	0	0	0	0	0	0.684293414747	0	0.684234071199
Ahr	0	0.689034964201	0.687275428015	0.679649782145	0	-0.309738053244	0	0	0	0	0	0	0.683869108381	0	0.65377006103	0.676009055499	0	0	-0.443995487622	0.676813160569	-0.68731993163	0.683438867661	0	0.684242972731	0	0
Ahsa1	0.653876879415	0	0	0	0	0	0	-0.664438662438	0	0	-0.644141520158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aifm1	0	0	0	0	0	0	0	0	0.586720753755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267299963897	0
Aig1	0	0	0	0	0	0	0	0	0	0.639862900646	0	0	0.66179034149	0	0	-0.638919053884	0	0	0	0	0	0	0	0.670991558548	0	0
Aim1	0	0.687367410513	0	0	0	0	0	0.623047906429	0.613582610584	0	0.606853052284	0	0.685147961832	0	0	0	0	0	0	0	0	0	0	0.677676609187	0	0
Aim2	0	0	-0.680854193108	-0.631759395968	-0.675100444798	-0.663014682015	0	-0.65682361992	0	0	0	0	0	0	0	-0.68745365568	0	0	0	0	0	-0.642095903611	0	0	0	-0.669711727002
Aimp2	0.672949895619	0	0	0	0	0	0	0	0.657502770175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258572648583	0	0.237558973576	0
Aip	0	0	-0.6108370034	0	0	0.318943867941	0	0	0	0	0	0	0	0	0	0	0.664855435725	0	0	0	0	0	0	0	-0.288980194813	0
Airn	0	0	0	0	0	0	0	0	0	0	0	0	-0.637238467852	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak1	0	0	0	0	0	0	0	0	0	0	-0.683376879239	0.486305220927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak3	0	-0.637119200456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.608426356338	0	0	0	0	0
Ak4	0	0	0.661277019803	0	0	1.23193716846	0	0	0.689141782587	0	0	0	0	0	0	-0.635626550925	0	0	0	0	0	0.686750237618	0	0.612882356722	0	0.661529229881
Akap1	0	0	0.671225965562	0.668267689712	0	0	0	-0.652985378271	0	0	-0.665287990864	0	0	0	0.643509561647	0	0	0	0	0	0	0	0.304511275834	0	0	0
Akap11	0	0	-0.643982496963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap12	-0.665081983544	0.67635918243	0	0	0	0	0	-0.673615023594	0	0	0	0	0.610410697963	0	0	0	0	0	0	0	0	0.663164144617	0	0.656680862041	0	0
Akap13	0	0.670780888954	-0.686297123356	0	0	-0.675563057727	0.308514193314	0	0.640189290158	0.685127191591	0.619822584616	0	0	0	0	0	0	0	0	0	-0.679495267627	0	-0.409264730813	0	0	-0.674522178635
Akap8	0	0	0	0	0	0	0	0	0	0	-0.620588016554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap8l	0	0	0	0	0	-0.641803156366	0	0.625469123171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap9	0	0	-0.600681203933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akirin2	0.654405036989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akna	0	0	-0.64620159336	0	0	0	0.298953160735	0	0	0	0	0	0	0	0.616490444417	-0.678132727984	0	0	0	0	0	0	-0.253089756095	0	0	0
Akr1b3	0	0	0	0	0	-0.38493379839	-0.456463933792	0	0	0	0	0	0	-1.96194597442	0	0	0	0	0	0	0	0	0	0	-0.441759704481	0
Akr1b8	0	0	0	0	0	0	0.664760486048	0	0	0	0	0	0	0	0.625534401074	-0.674229431391	0	0.589607817347	0	-0.65710191051	-0.658793339034	0	0	0.686821449875	0	0
Akr1c13	0.601954242428	0	0	0	0	0	0	0	0	0	0	0	-0.623663669702	0	0	0	0	0	0	0	0	-0.657593436748	0	0	0	0
Akr1c18	0	0	0	0	0	0	0.977571552109	0	0	0	0	0	-0.688939076883	0	0	0	0	0	0	0	0	0	0	0	0	0
Akr1e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.735692054476	0	0	0
Akt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.596358145888	0	0	0	0	0	0	0	0	0	0	0
Akt1s1	0	0	-0.606706014507	0	0	0	-0.630906453379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.632868944166
Akt2	0	0	0	0	0	0	0	-0.600139079406	0	0	0	0	0	0	0.633237193554	0	0	0	0	0	0	0	0	0	0	0
Akt3	0	0	0	0	0	0	0	0	0	0	0	0	0.620745376781	0	0	0	0	0	0	0	0	0	0	0	0	0
