	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Etv6	Kdm6b	Jmjd6
Lrrc47	0	0	0	0	0	0	0	0	0.840827665485	0	0
Lrrc51	0.805776415365	0.797241115049	0	0	0	0.848031420634	0	0.916189290162	0.899022894913	0	0
Lrrc57	0	0.781588274739	0	0	0	0	0	0	0	0	0
Lrrc58	0.88141584443	0.953654564613	0.782095986206	0	0.924715011016	0.789376377048	0.9300124533	0	0	0	0
Lrrc59	0	0.770715585784	0	0	0	0	0.9484145991	0	0.895765877958	0	0.816419197241
Lrrc6	0.873809751892	0.771711849794	0	0	0	0.806878053453	0	0	0	0	0
Lrrc61	0	0.750205958425	0	0	0.821017338826	0	0	0	0	0	0
Lrrc8a	0.789002778044	0.870217453779	0.877248778619	0	0	0.788657917425	0	0.87086885717	0	0	0
Lrrc8b	0.755982373791	0.885333844238	0.8423220615	0	0	0.869977967238	0	0	0	0	0
Lrrc8c	0.974566529361	0.981367947121	0.981080563272	0.949497078264	0.959105278283	0.944084682441	0.803563559728	0	0	0	0
Lrrc8d	0.99261423508	0.986732445637	0.988083149727	0.948385860715	0.987977775649	0.982143883514	0.852801992528	0.784557907846	0	0.891474279146	0
Lrrfip1	0.98041958042	0.945358750838	0.990803716831	0.807701887154	0.991186895296	0.983168885909	0.776185458377	0	0	0	0
Lrsam1	0	0	0.856001532714	0.849439601494	0	0.762841268321	0	0.894740875563	0.863214867324	0.836488169365	0
Lrwd1	0	0	0	0.868560206916	0	0	0	0	0.903410288342	0	0
Lsm11	0	0	0	0	0	0	0	0	0	0	0.875466998755
Lsm12	0	0	0	0.789385956509	0	0	0	0.826065715107	0.950953156433	0	0
Lsm14a	0.925826228566	0.913133441901	0.89067918383	0.750330491426	0	0	0	0	0	0	0
Lsm14b	0	0	0	0	0	0	0.83950569978	0.884098093687	0	0	0
Lsm2	0	0	0	0	0	0	0	0	0.777641536546	0	0
Lsm4	0.856921161031	0	0	0.923527157774	0	0.859421400517	0	0	0.894099051633	0	0
Lsp1	0.89454928633	0.860513459144	0	0	0.928173196666	0.835693074049	0	0	0	0	0
Lsr	0	0	0	0	0.845128843759	0	0.80580515375	0.834380687805	0	0	0.9414982278
Lst1	0	0.926707539036	0.960034486062	0	0.923124820385	0	0.757812050963	0.838068780535	0	0	0.819944439123
Lta	0.973809751892	0.990161892902	0.990343902673	0.990707922215	0.991627550532	0.970351566242	0.97350320912	0.985994827091	0.960772104608	0	0.823239773925
Ltb	0.948309225022	0.980898553501	0.992460963694	0.976022607529	0.986962352716	0.914254238912	0.973675639429	0.977344573235	0.929389788294	0	0.824389309321
Ltb4r1	0	0	0.915078072612	0	0.84419963598	0	0.778139668551	0	0	0	0
Ltb4r2	0	0	0.916946067631	0	0.846134687231	0	0.782785707443	0	0	0	0
Ltbp2	0	0.813449564134	0	0	0	0	0	0	0	0	0.751432129514
Ltbp3	0	0	0	0	0	0.870955072325	0	0	0	0	0
Ltf	0.790343902673	0	0	0	0	0	0	0	0	0	0
Ltk	0	0	0	0	0	0	0	0	0	0.788456748731	0
Ltn1	0	0	0	0	0	0	0	0	0.859335185363	0	0
Luc7l	0.945646134687	0.935721812434	0.820624580899	0	0.912232972507	0	0.842302902577	0.830213621994	0.817578312099	0	0
Luc7l3	0	0	0	0	0.814215921065	0	0	0	0	0	0
Ly6a	0.950732828815	0.899521026918	0.940157103171	0.973560685889	0.935693074049	0.973263722579	0.850522080659	0	0	0	0
Ly6c1	0	0	0	0.851077689434	0	0	0	0	0	0	0
Ly6e	0	0.917683686177	0.901561452246	0.882277995977	0.966376089664	0	0.95621228087	0	0	0	0
Ly6g5b	0	0	0	0	0	0	0.769259507616	0	0.786368426094	0	0
Ly6g5c	0	0	0	0	0	0	0.755129801705	0	0.777871443625	0	0
Ly6i	0	0.75070409043	0.850905259124	0.896704665198	0.845789826612	0.830759651308	0	0	0	0	0
Ly75	0.880745282115	0.792537599387	0.847341699396	0	0.847935626018	0.880802758885	0	0	0	0	0
Lyar	0	0	0	0	0	0	0	0	0.823852859469	0	0
Lyl1	0	0	0	0	0	0	0	0	0	0	0.881990612128
Lynx1	0	0	0	0	0	0	0	0	0	0	0.799760513459
Lypla2	0	0	0	0	0	0	0	0	0.906657725836	0	0
Lyrm1	0.951039371587	0.861615097232	0	0	0	0.826113612415	0	0	0	0	0
Lyrm2	0	0	0	0	0	0	0	0	0.800814254239	0	0
Lyrm7	0	0	0.78517099339	0	0	0	0	0	0	0	0
Lysmd1	0	0.846115528307	0	0.754717884855	0	0	0	0	0.866970016285	0	0
Lysmd3	0	0	0	0	0	0.754909474088	0	0	0	0	0
Lyst	0	0	0	0	0	0.796350225117	0	0	0	0	0
Lyzl1	0.834668071654	0	0	0	0	0.901187853243	0	0	0	0	0
Lzic	0	0	0	0	0	0	0	0	0.830769230769	0	0
Lztfl1	0	0	0	0	0	0	0.764958329342	0	0	0.750943576971	0
Lztr1	0.86758310183	0.857783312578	0	0	0	0	0.864163234026	0	0.861576779385	0	0
Lzts2	0	0	0	0	0	0	0	0	0.856672095028	0	0.81236708497
M6pr	0	0	0	0	0	0	0.84132579749	0	0	0	0
Mab21l3	0	0	0	0	0	0	0	0	0	0	0.791215633681
Macf1	0.989328479739	0.989376377048	0.978982661174	0	0.809339975093	0.990889931986	0.765044544497	0	0	0	0
Mad1l1	0	0	0.900689721238	0	0	0.838691445541	0	0	0	0	0
Madcam1	0	0	0	0	0	0	0	0	0	0	0.907835999617
Madd	0	0	0.954037743079	0	0	0	0	0	0	0.780314206342	0
Maea	0	0	0	0	0	0	0	0	0.761126544688	0	0
Maf	0	0.830577641537	0.780103458186	0.85421975285	0	0	0.966280295047	0.892192738768	0.875074240828	0.852370916754	0
Maf1	0	0	0	0	0	0	0.895421017339	0	0.889309320816	0	0
Mafa	0	0	0	0	0	0	0	0	0	0	0.869211610308
Maff	0.884912347926	0	0.830395631765	0	0	0.830060350608	0.908544879778	0.911294185267	0	0	0
Mafg	0	0	0.976721908229	0	0	0	0.942925567583	0.915949803621	0.829993294377	0	0
Mageb3	0	0	0	0	0	0	0	0.77192259795	0	0	0
Maged2	0	0	0.769748060159	0	0	0	0	0	0	0	0
Magix	0.85416227608	0.909541143788	0.794568445253	0.820155187278	0	0.923584634544	0.806571510681	0.752715777373	0	0	0
Magoh	0	0	0	0	0	0	0	0	0.807347447073	0	0
Mak16	0	0	0.856049430022	0.841421592107	0.760513459144	0	0	0.848088897404	0.934476482422	0.887441325797	0
Malat1	0.985918191398	0.995919149344	0.995334802184	0.965370246192	0.96143308746	0.971635214101	0.985879873551	0.920318038126	0.961548041	0.951336334898	0.774451575821
Malt1	0.844908516141	0.942293323115	0.985199731775	0.804885525433	0.770974231248	0.93546316697	0.995775457419	0.845416227608	0.863080754862	0	0
Mamdc2	0.842360379347	0	0.870964651787	0	0	0.78387776607	0	0	0	0	0
Mamdc4	0	0	0	0	0	0	0	0	0.803362391034	0	0
Maml1	0	0	0	0	0	0	0.855148960628	0	0	0	0
Maml2	0.981109301657	0.993418909857	0.995871252036	0.980687805345	0.892939936776	0.982345052208	0	0	0	0	0
Maml3	0.996896254431	0.995928728805	0.953625826229	0.765772583581	0.925720854488	0.993773349938	0	0	0	0	0
Man1a	0.988380113038	0.988437589807	0.979921448415	0.948481655331	0.976472842226	0.985822396781	0	0.823728326468	0	0	0
Man1a2	0.987412587413	0.985831976243	0.964565571415	0	0.89372545263	0.933183255101	0	0	0	0	0
Man1b1	0	0	0	0	0	0	0.792633394003	0	0	0	0
Man2a1	0.971702270332	0.956719992336	0.919187661653	0	0	0.892872880544	0	0	0	0	0
Man2a2	0	0.891311428298	0.92121850752	0.77784270524	0	0	0	0	0	0	0.940339112942
Man2b2	0	0	0	0	0	0	0	0	0	0	0.970294089472
Man2c1	0	0	0	0.799980841077	0	0	0	0	0.878982661174	0	0
Manbal	0	0	0	0	0	0	0	0	0.826947025577	0	0
Maneal	0	0	0	0	0	0	0.871817223872	0	0.818823642111	0	0
Manf	0	0	0	0.851183063512	0	0	0.95369288246	0.777948079318	0.810087173101	0	0.802136219944
Mansc1	0	0.792786665389	0	0	0.785065619312	0	0	0	0	0	0
Map1lc3b	0	0	0	0	0	0	0	0.857831209886	0.883954401763	0	0.861624676693
Map2k1	0	0	0	0	0	0	0.939467381933	0.819475045502	0	0	0
Map2k3	0.923757064853	0.751796149056	0.827301465658	0	0	0.885257208545	0	0	0	0	0
Map2k4	0.959392662132	0.952361337293	0.804837628125	0	0	0.960925375994	0	0	0	0	0
Map2k5	0	0	0	0	0.772085448798	0	0	0	0	0	0
Map2k6	0.966500622665	0.862448510394	0.897566816745	0	0	0.958511351662	0	0	0	0	0
Map2k7	0	0	0	0.757323498419	0	0	0	0	0.789194367277	0	0
Map3k1	0.875984289683	0.962467669317	0.821113133442	0.782115145129	0	0.914072229141	0	0.873934284893	0	0.777028451001	0
Map3k11	0	0	0	0	0	0	0	0.912328767123	0	0	0
Map3k12	0	0	0	0	0	0	0.913976434524	0	0	0	0
Map3k13	0	0	0	0	0	0.790497174059	0	0	0	0	0
Map3k14	0.924101925472	0.959756681674	0	0.935453587508	0.985314685315	0.903285755341	0	0.82356547562	0	0	0
Map3k2	0.963387297634	0.925414311716	0	0	0	0.967717214293	0	0	0	0	0
Map3k3	0.976080084299	0.969000862152	0.85908611936	0	0.833853817415	0.790717501676	0.92409234601	0	0	0	0
Map3k4	0.778647380017	0.862199444391	0.753482134304	0.807740205	0.918210556567	0.760063224447	0	0	0	0	0
Map3k5	0.968320720376	0.983810709838	0.974940128365	0.92995497653	0	0.985276367468	0	0	0	0	0
Map3k8	0.965437302424	0.961691732925	0.915892326851	0.955445923939	0.770351566242	0.936421113133	0	0	0	0.764278187566	0
Map4k2	0	0	0	0	0	0	0	0.797432704282	0	0	0
Map4k3	0.835884663282	0	0	0	0	0	0	0	0	0	0
Map4k4	0.996580132197	0.996944151739	0.986301369863	0	0.896829198199	0.99126353099	0	0	0	0	0
Map4k5	0.966127023661	0.932493533863	0	0	0	0.942226266884	0	0	0	0	0
Mapk1	0.993006993007	0.989960724207	0.912702366127	0	0	0.988600440655	0.941651499186	0	0	0	0
Mapk12	0	0	0	0.779940607338	0	0	0	0	0	0	0
Mapk14	0.986358846633	0.990688763292	0.989280582431	0.875275409522	0.955330970399	0.978925184405	0.845598237379	0.867266979596	0	0.89314110547	0
Mapk1ip1l	0	0	0	0	0	0	0	0	0.784356739151	0	0
Mapk6	0.900028738385	0.918086023565	0.818459622569	0	0	0.85510106332	0.772430309417	0	0	0	0
Mapk8	0.985736181627	0.970284510011	0.923632531852	0	0	0.940377430788	0	0	0	0	0
Mapk8ip3	0.806763099914	0.936392374749	0.915604943002	0.804578982661	0.778283360475	0.788610020117	0	0.919819906121	0.892288533384	0	0
Mapkapk2	0.857716256346	0.846671137082	0.987853242648	0.956384711179	0.906897212377	0.862237762238	0.974240827665	0.910585305106	0	0	0
Mapkapk3	0.95011974327	0.98663665102	0.951422550053	0.976290832455	0.954526295622	0.969384040617	0.947025577163	0.871711849794	0.809090909091	0	0
Mapkbp1	0.782737810135	0	0	0	0	0	0	0	0	0	0
Mapre2	0.981674489894	0.97684644123	0.981118881119	0	0.925864546412	0.96981511639	0	0	0	0	0
Mapre3	0	0	0	0	0	0	0	0.813210077594	0	0	0
March2	0	0.82256921161	0	0	0.769134974614	0	0	0	0	0	0
March6	0.949908995114	0.891100680142	0.847063895009	0	0	0.963981224255	0	0	0	0	0
March9	0	0	0	0	0	0	0.963684260945	0	0	0	0
Marcksl1	0	0	0	0	0	0	0.856787048568	0	0	0.761298974998	0.842628604272
Mark2	0	0	0	0	0	0.788188523805	0	0	0	0	0
Mark3	0.935664335664	0.85703611457	0	0	0	0.799817990229	0	0	0	0	0
Mars	0.857007376185	0.900047897308	0	0.937848452917	0.788485487116	0.817415461251	0.990238528595	0	0.897308171281	0	0
Mars2	0	0	0	0	0	0	0	0	0.779595746719	0	0
Masp1	0	0	0.842044257113	0	0.814091388064	0	0	0	0	0	0
Masp2	0	0	0	0	0	0	0.947159689625	0	0	0	0
Mast1	0.885937350321	0.93833700546	0	0	0	0.889577545742	0.844237953827	0	0	0	0.881521218508
Mast2	0	0.75955551298	0	0	0	0	0	0	0	0	0
Mast3	0	0	0	0	0	0	0	0.916419197241	0	0	0.871223297251
Mast4	0.853539611074	0	0.806696043682	0	0.892623814542	0.896206533193	0	0	0	0	0
Mastl	0	0	0	0	0	0	0	0	0.803122904493	0	0
Mat2a	0	0	0	0.76904875946	0.757198965418	0	0.94888399272	0	0	0.849966471884	0
Mat2b	0.795631765495	0.889663760897	0	0	0	0	0.832196570553	0.818794903726	0	0	0
Matk	0	0	0	0	0	0	0	0.893878724016	0	0	0
Matn1	0	0	0	0	0	0	0.870552734936	0	0	0	0
Matn4	0	0	0	0	0	0	0	0	0	0	0.953309703995
Matr3	0.930711753999	0.937915509148	0.968684739918	0.917195133633	0.768761375611	0.927799597663	0.976769805537	0.860446402912	0.911811476195	0.933920873647	0.861892901619
Max	0.952323019446	0.945636555226	0	0	0	0	0	0.79372545263	0	0	0
Maz	0.777976817703	0.926333940033	0.968062074911	0.969700162851	0.868081233835	0.823766644315	0.961298974998	0.922061500144	0	0	0.859833317368
Mb	0.754296388543	0	0	0	0	0	0	0	0	0	0
Mbd2	0.980199252802	0.97473895967	0.890401379442	0.750445444966	0.883532905451	0.980917712425	0	0	0	0	0
Mbd3	0	0	0	0	0	0	0.769316984385	0.842810614043	0.873282881502	0.790458856212	0
Mbd6	0.798668454833	0	0	0.899339017147	0	0.763971644794	0	0	0	0	0
Mbnl1	0.993926621324	0.988983619121	0.911006801418	0	0	0.99560302711	0.979854392183	0.79601494396	0	0	0
Mbnl2	0.843414120126	0	0	0	0	0.888839927196	0	0	0	0	0
Mboat1	0.916562889166	0.842072995498	0	0	0	0.889903247437	0	0	0	0	0
Mboat4	0.848548711562	0.842599865888	0	0	0	0	0	0	0	0	0
Mbp	0.981578695277	0.982460005748	0	0	0.851709933902	0.973704377814	0	0	0	0	0.780390842035
Mbtd1	0	0	0	0	0.817271769327	0	0	0	0	0	0
Mc1r	0	0	0	0	0	0	0.80158061117	0	0	0	0.833844237954
Mc2r	0	0	0	0	0.849094740876	0	0	0	0	0	0
Mcat	0	0	0	0.769652265543	0.784883609541	0.839515279241	0	0	0	0	0
Mcl1	0.989874509053	0.98733595172	0.99507615672	0.991704186225	0.971673531948	0.988150205958	0.924944918096	0.831430213622	0.915930644698	0.820710796053	0
Mcm2	0	0	0	0	0	0	0.984998563081	0	0	0	0
Mcm3	0	0	0	0	0	0	0.966893380592	0.797346489127	0	0	0
Mcm3ap	0	0	0	0	0	0	0	0	0.784088514225	0	0
Mcm4	0	0	0	0.79302615193	0	0	0.984634543539	0	0	0	0
Mcm5	0	0	0	0	0	0	0.963741737714	0	0	0	0
Mcm6	0	0	0.904837628125	0	0	0	0.944142159211	0	0	0	0
Mcm7	0	0.838260369767	0.76395248587	0.91095890411	0.881502059584	0	0.975131717597	0.770073761855	0.948251748252	0	0
Mcm8	0	0	0	0	0	0	0	0	0.793428489319	0	0
Mcmbp	0.860762525146	0.919034390267	0.856145224638	0	0	0.786157677938	0	0	0	0	0
Mcoln1	0	0	0	0	0	0	0	0.778474949708	0	0	0
Mcoln2	0.79941565284	0.855493821247	0	0	0	0.805891368905	0	0	0	0	0
Mcrs1	0	0	0	0	0	0	0	0	0.837436536067	0	0
Mctp2	0.974671903439	0.868167448989	0.933451480027	0.939840980937	0	0.937522751221	0	0	0	0	0
Mdc1	0.849832359421	0.962716735319	0.972257879107	0.977833125778	0.880467477728	0.787767027493	0.987987355111	0.901532713861	0.817904013794	0	0
Mdfic	0.998314014752	0.998294855829	0.997729667593	0.977469106236	0.97039946355	0.99906121276	0.871491522176	0	0	0	0
Mdh1	0	0	0.763722578791	0	0	0.857438451959	0	0	0	0	0
Mdh2	0	0	0	0	0	0	0.929964555992	0	0	0	0
Mdk	0	0	0	0	0	0	0.89953060638	0	0	0	0.848060159019
Mdm1	0.963320241402	0.945761088227	0.944621132292	0.967784270524	0.963569307405	0.978484529169	0	0	0	0.89947312961	0
Mdm2	0	0.757064852955	0	0	0	0	0.840521122713	0	0	0.841258741259	0
Mdm4	0.782661174442	0.781435003353	0.915106810997	0	0.762917904014	0	0	0	0.881147619504	0	0
Mdp1	0	0	0	0	0	0	0.795852093112	0	0	0	0
Me1	0	0.774480314206	0	0	0	0	0	0	0	0	0
Me2	0.892508861002	0.85762046173	0	0	0	0.774959287288	0	0.857342657343	0	0	0
Mea1	0	0	0	0	0	0	0	0.818603314494	0.885649966472	0	0
Med1	0	0	0	0	0	0	0	0	0.75375035923	0	0
Med12	0	0	0	0	0	0	0.959622569212	0	0	0	0
Med12l	0.997978733595	0.996742983044	0.990286425903	0.95996742983	0	0.994089472172	0	0	0	0	0
Med13l	0.985257208545	0.958597566817	0	0	0	0.94050196379	0	0	0	0	0
Med15	0.806293706294	0.764833796341	0.850828623431	0	0	0.826008238337	0	0	0	0	0
Med17	0	0	0	0	0	0	0	0	0.766807165437	0	0
Med19	0	0	0	0	0	0	0	0	0.837637704761	0	0
Med20	0.750598716352	0	0	0	0	0	0.871299932944	0	0	0	0
Med21	0	0	0	0	0	0	0	0	0.813229236517	0.755350129323	0
Med22	0.888648337963	0.913353769518	0.851163904589	0.940147523709	0	0.769115815691	0.956068588945	0	0.949516237187	0	0
Med23	0	0	0	0	0	0	0	0	0.78088897404	0	0
Med25	0.767381933135	0	0	0	0	0	0	0	0.839831401475	0	0
Med26	0	0	0	0	0	0	0	0.801685985248	0	0	0
Med27	0.934457323498	0.801657246863	0	0	0	0.898390650445	0	0	0	0	0
Med29	0.811888111888	0.974873072133	0.958041958042	0.988035252419	0.952275122138	0.896522655427	0.891838298688	0.894405594406	0.920739534438	0.763856691254	0
Med31	0	0	0	0	0	0	0	0.830520164767	0	0	0
Med4	0	0	0	0.871951336335	0	0	0	0	0.891024044449	0	0.969949228853
Med7	0.926525529265	0.966950857362	0	0	0	0.812711945589	0	0	0	0	0
Med8	0	0	0	0	0	0	0	0	0.826889548807	0	0
Mef2a	0.962774212089	0.956423029026	0.88757543826	0	0	0.863348979787	0	0	0	0	0
Mef2c	0.915365456461	0.887393428489	0	0	0	0	0	0	0	0	0
Mef2d	0.923191876617	0.921055656672	0	0.796886674969	0	0.880994348118	0.877277517004	0.891579653223	0.79906121276	0	0
Mefv	0.831545167162	0.773570265351	0.860053644985	0.834208257496	0	0.882747389597	0	0	0	0	0
Megf11	0.846383753233	0	0	0	0	0.923172717693	0	0	0	0	0
Men1	0	0.809474087556	0	0	0.844276271674	0	0	0.821726218986	0	0	0
Mepce	0	0	0.807452821151	0	0	0	0.846019733691	0	0.865312769422	0	0
Mertk	0	0	0	0	0	0.844123000287	0	0	0	0	0
Metap1	0	0	0.775859756682	0	0	0	0.924954497557	0	0	0	0
Metap1d	0	0	0	0	0	0	0	0.799271960916	0	0	0
Metrn	0	0	0	0	0	0	0	0	0.803257016956	0	0
Metrnl	0	0.809368713478	0.918239294952	0	0.764412300029	0.77684644123	0	0	0	0	0
Mettl10	0.885209311237	0.831286521697	0	0	0	0	0	0	0	0	0
Mettl17	0	0	0	0	0	0	0	0	0.820538365744	0	0
Mettl2	0	0	0	0	0	0	0	0	0.791541335377	0	0
Mettl21a	0	0	0	0	0	0	0	0	0.785238049622	0	0
Mettl3	0	0	0	0	0	0	0.950713669892	0	0.866222818278	0	0
Mettl5	0	0	0	0	0.897327330204	0	0.848587029409	0	0.84191014465	0	0
Mettl6	0	0	0	0	0	0	0	0	0.849995210269	0	0
Mettl7a1	0	0	0.802806782259	0	0	0	0	0	0	0	0
Mettl9	0	0	0	0	0	0	0	0.851480026822	0	0	0
Mex3a	0	0	0	0	0	0	0	0	0	0	0.866069546891
Mex3c	0	0	0	0	0	0	0.829035348213	0	0.794089472172	0.844190056519	0
Mex3d	0	0	0	0	0	0	0	0	0	0	0.799252801993
Mfap1b	0	0	0	0	0	0	0	0	0.850320911965	0	0
Mfap3	0	0	0	0	0	0	0	0.827311045119	0.785860714628	0	0
Mfap5	0	0.799185745761	0	0	0	0	0	0	0	0.829610115911	0
Mfhas1	0.997633872976	0.998045789827	0.99701120797	0.990794137369	0.994156528403	0.997854200594	0	0	0	0	0
Mfrp	0	0	0	0	0	0	0.798764249449	0	0	0	0
Mfsd10	0	0	0	0	0	0	0.798342753137	0	0	0	0
Mfsd11	0	0.818430884184	0	0	0	0	0.935750550819	0.855848261328	0.769441517387	0	0
Mfsd2a	0.969163712999	0.951776990133	0.944640291216	0.918603314494	0.876913497461	0.953855733308	0	0.871252035636	0	0	0
Mfsd3	0	0	0	0	0.833336526487	0	0	0	0	0	0
Mfsd6	0.752964843376	0	0	0	0	0	0	0	0	0	0
Mfsd6l	0	0	0	0.8546316697	0	0	0	0	0	0	0
Mfsd7b	0.78874413258	0	0.902184117253	0.88815978542	0	0.91582527062	0	0	0	0	0
Mfsd8	0	0	0	0	0	0	0	0.84595267746	0	0	0
Mgat1	0.961069067918	0.956614618258	0.857103170802	0	0	0	0	0	0	0	0
Mgat2	0	0	0	0	0	0	0.857610882268	0.849468339879	0.764670945493	0.757227703803	0
Mgat3	0	0	0	0	0	0	0	0.853913210078	0	0	0
Mgat4a	0.972018392566	0.953616246767	0.947964364403	0	0	0.940722291407	0	0	0	0	0
Mgat4b	0.768809272919	0	0	0	0	0	0	0	0	0	0
Mgat5	0.994453491714	0.995382699492	0.982737810135	0.941431171568	0.989951144746	0.977861864163	0	0	0	0.933738863876	0
Mgea5	0.808305393237	0.8438451959	0.798505603985	0.757352236804	0.908104224543	0	0.932052878628	0.856662515567	0	0.774250407127	0
Mgll	0.99665676789	0.99314110547	0.992882460006	0.991847878149	0.990363061596	0.98774786857	0	0.887987355111	0	0.962141967621	0
Mgrn1	0.859325605901	0.867391512597	0	0.76400996264	0	0.902624772488	0	0.76365552256	0	0	0
Mgst3	0	0	0	0	0	0	0	0	0	0	0.919973177507
Mib1	0	0	0	0	0	0.884663281924	0	0	0	0	0
Mical1	0.767152026056	0.87491138998	0.883168885909	0	0.804665197816	0.819206820577	0	0	0	0	0
Mical3	0.810700258645	0	0	0	0	0	0	0	0	0	0
Micall1	0	0	0	0	0	0.846814829007	0	0	0	0	0
Midn	0.983868186608	0.99519111026	0.991771242456	0.995708401188	0.984615384615	0.992020308459	0.998754669988	0.972487786186	0.962927483475	0.774940128365	0.945828144458
Mier3	0	0	0	0	0	0	0.830797969154	0	0	0	0
Mif	0	0	0	0	0	0	0.794798352333	0.900842992624	0	0	0
Mif4gd	0	0.765322348884	0.751412970591	0.808477823546	0.865446881885	0	0.901820097711	0	0.811294185267	0	0
Mina	0.982086406744	0.981856499665	0.902960053645	0	0.820270140818	0.980342944727	0	0	0	0	0
Mink1	0.950426286043	0.873733116199	0.899741354536	0	0	0.960647571606	0	0	0	0	0
Minpp1	0	0.886425902864	0.796417281349	0	0	0	0	0	0.818306351183	0	0
Mip	0	0	0	0	0.76899128269	0	0	0	0	0	0
Mir106b	0	0.877334993773	0.814177603219	0.925443050101	0.904147906888	0	0.953740779768	0.808803525242	0.902366127024	0	0
Mir1190	0.880448318804	0.943921831593	0	0.904406552352	0.806734361529	0.872535683495	0	0.835740971357	0	0	0.779883130568
Mir1192	0.792690870773	0.837608966376	0.776530318996	0.754756202701	0	0.832215729476	0.821793275218	0	0	0	0
Mir1199	0	0	0.809771050867	0	0	0	0	0	0	0	0.897518919437
Mir129-1	0.756758310183	0	0	0	0.780620749114	0.893150684932	0	0	0	0	0
Mir130b	0.750742408277	0.865686368426	0	0	0	0	0	0	0	0	0
Mir132	0.794635501485	0.922952390076	0.923096082	0.777881023087	0.919954018584	0.873953443816	0.98376281253	0.938030462688	0.793074049238	0.951575821439	0.96857936584
Mir135a-1	0	0	0	0	0	0	0	0	0.79900373599	0	0
Mir138-2	0	0	0	0.869451096848	0	0	0	0	0	0	0
Mir141	0	0	0	0	0	0	0.983983140148	0	0.879183829869	0	0
Mir142	0.964191972411	0.972708113804	0.986837819715	0.963234026248	0.957649200115	0.984806973848	0.933326947026	0.941948462496	0.953721620845	0.974470734745	0.963329820864
Mir143	0	0	0	0	0	0	0	0	0	0	0.912644889357
Mir146b	0	0	0.79513363349	0	0	0	0	0.814493725453	0	0	0
Mir147	0	0	0	0	0	0	0	0	0	0	0.846766931698
Mir148a	0	0	0.757026535109	0	0	0	0	0	0	0	0
Mir150	0	0.873589424274	0.758482613277	0.87244946834	0	0	0.978944343328	0.914694894147	0.933576013028	0.887288054411	0
Mir155	0.963119072708	0.985592489702	0.997432704282	0.936746814829	0.972736852189	0.93897882939	0	0.795382699492	0.920653319283	0.962994539707	0.822109397452
Mir15b	0	0	0	0	0.759363923747	0	0.798840885142	0.879202988792	0	0	0
Mir16-2	0	0	0	0	0.759105278283	0	0.798610978063	0.879164670945	0	0	0
Mir17	0	0	0	0.808611936009	0	0	0.839045885621	0.801772200402	0	0.946019733691	0.794233164096
Mir17hg	0	0	0	0.795871252036	0	0	0.829246096369	0.788542963885	0	0.943327904972	0.785180572852
Mir18	0	0	0	0.808544879778	0	0	0.838969249928	0.801724303094	0	0.945990995306	0.794175687326
Mir182	0	0	0	0	0	0.876022607529	0	0	0	0	0
Mir183	0	0	0	0	0	0.876051345914	0	0	0	0	0
Mir184	0	0	0	0	0	0	0	0	0	0	0.770619791168
Mir1893	0	0	0	0.768608104225	0	0	0.796867516046	0	0	0	0.848146374174
Mir1894	0	0.946355014848	0.86342561548	0.922732062458	0	0	0.880342944727	0.801638087939	0.877114666156	0.861088226842	0
Mir1896	0	0	0	0	0	0	0	0	0.902787623336	0	0
Mir1900	0	0.778925184405	0	0	0	0	0	0	0	0	0
Mir1903	0.914292556758	0.819647475812	0.884500431076	0	0.772957179806	0.887920298879	0	0	0	0.780678225884	0
Mir1904	0	0.870907175017	0.779222147715	0.765379825654	0.799961682153	0	0	0.891196474758	0	0.857486349267	0
Mir1905	0	0	0	0	0	0	0	0	0	0	0.882421687901
Mir1907	0	0	0.83048184692	0	0	0	0	0	0	0.907826420155	0
Mir190b	0	0	0	0	0	0	0.772018392566	0	0	0	0
Mir1931	0	0.921266404828	0.875476578216	0	0	0	0	0.956854104799	0	0.810422454258	0
Mir1934	0.898017051442	0.945349171377	0.930318996072	0.9468914647	0.877402050005	0.841603601878	0.971625634639	0.902557716256	0.934265734266	0.926851230961	0
Mir1942	0	0	0.8053932369	0	0	0.81095890411	0	0	0	0	0
Mir1945	0	0	0	0.780697384807	0.801034581857	0	0	0	0	0	0
Mir1946a	0	0	0	0	0	0	0	0	0.773790592969	0	0
Mir1949	0	0	0.847801513555	0.85316601207	0	0	0	0.824839544018	0.89753807836	0.902452342178	0
Mir1951	0.794597183638	0.762400613086	0	0.874691062362	0.827406839736	0	0	0	0	0	0
Mir1953	0	0.788063990804	0	0.846929782546	0.871434045407	0.793859565092	0	0	0	0	0
Mir1955	0.958271865121	0.979653223489	0.924465945014	0.842954305968	0	0	0.864335664336	0	0	0	0
Mir1956	0.87438451959	0.928565954593	0.862161126545	0	0.813507040904	0.824590478015	0	0.808688571702	0	0	0
Mir1962	0.831698438548	0	0	0	0	0	0	0	0	0	0
Mir1966	0	0	0	0	0.854669987547	0	0	0	0	0	0
Mir1967	0	0	0	0	0	0	0.783389213526	0	0	0	0
Mir1981	0	0	0	0	0	0	0	0	0	0	0.771596896254
Mir1982	0	0	0	0	0	0	0.867276559057	0	0	0	0
Mir19a	0	0	0	0.808631094932	0	0	0.839055465083	0.801791359326	0	0.946029313153	0.794242743558
Mir200c	0	0	0	0	0	0	0.983992719609	0	0.87919340933	0	0
