	Batf	Irf4	Maf	Stat3	Rorc	Fosl2	Nfe2l2	Hif1a	Ikzf3	Etv6	Kdm6b	Jmjd6	Id2	Ski	Lef1	Atf6	Trib3	Sirt2	Prkrir	Satb1	Nfatc2	Crem	Ddit3	Aes	Inhba	Zfp36l2	Egr2	Bcl11b
Lmf2	0	0	0	0	0	0	0	1.71539418404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmln	0	1.4993405701	0	0	0	0	0	1.78387034792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmna	1.85099451478	1.95337209601	-1.844260964	1.9444433941	0	-1.94494540781	0	0	0	-1.5276876985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmnb1	-1.86594018412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmnb2	0	0	0	0	0	0	0	0	0	0	1.6431657799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lnpep	0	0	-1.81402390637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lnx2	0	0	0	0	0	-1.91758951123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonp1	0	1.45735429181	0	1.49315799676	0	1.60396720069	0	1.92229403859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpar5	0	0	0	0	0	0	0	1.37631875335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpar6	1.14889780095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat3	0	0	-1.68880597729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpcat4	0	0	0	0	0	0	0	0	0	0	1.66278391036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpgat1	-1.2004677632	0	-1.25223666806	0	0	-1.08834686828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpin1	0	0	0	1.5307790742	0	1.80228510849	0	1.59368778154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpin2	0	0	-1.79881472494	0	1.17802355709	-1.9236508499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpp	1.98959613911	0	0	1.98509940915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lpxn	1.96208509311	1.87692033054	0	1.90048037357	0	1.95728939875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrba	1.8835941833	1.94429374898	0	1.0505304549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch1	0	0	0	0	0	0	0	0	0	0	1.09957613679	1.53309101479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrig1	0	0	0	0	0	-1.93896721254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrmp	-1.93226169217	-1.95340851914	-1.7653428735	-1.85345079945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp10	0	0	0	0	0	0	0	1.72248062201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp12	0	0	0	0	0	1.10348782792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp5	0	0	0	0	1.16988562881	0	0	0	0	-1.63417191556	0	1.17448209983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrp6	-1.33161075512	0	0	0	0	0	0	0	0	0	1.32702092264	1.14812086331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc28	0	0	-1.02929361995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc32	0	-1.11739122834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc40	0	0	-1.08217433379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc45	0	0	0	0	0	0	0	1.54267564479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc58	0	0	0	1.47582385472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc59	0	1.65687463765	0	0	0	-1.07507097347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8a	0	0	0	0	0	0	0	1.76974913131	0	-1.47170103896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8c	0	0	-1.95942419168	0	0	-1.82832534608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8d	0	1.94829756495	0	1.81530594733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrcc1	0	0	0	0	-1.03590019699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrfip1	0	1.84818669362	0	1.75747996532	0	-1.92894405816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrsam1	0	1.64441844949	0	0	0	0	0	1.78565262773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm5	0	0	0	0	0	0	1.41015733429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsm6	-1.15367619121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsp1	1.84195531933	1.85710821826	0	-1.42615962483	1.91851712169	0	0	0	0	0	0	-1.39185902674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsr	1.35073807814	0	0	0	0	1.00351314941	0	1.81115530907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lst1	1.56608131097	0	0	0	0	1.41374504274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lta	0	0	-1.98309714588	-1.97102841554	1.9860870385	-1.85204904823	0	1.92660759825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltb	0	0	-1.96648904881	-1.95069566449	0	1.90341859883	0	1.96732257478	0	0	0	-1.80909875737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ltb4r1	1.49484840931	1.65909255696	1.90625285919	1.651518132	1.83824584566	1.69563819509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luc7l2	0	0	0	0	0	0	0	0	0	0	1.59853806794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lum	1.1319016968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luzp1	0	0	0	0	0	-1.28047161701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6a	0	0	0	0	-1.91181338489	1.96406397571	0	1.44260140944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6c1	0	0	0	0	-1.51502303067	1.61911814087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6e	0	-1.85484874653	0	0	0	1.73188433196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly6i	-1.4957705938	0	0	0	-1.76658413827	1.740845794	1.39623757171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ly75	1.86434760508	0	0	0	0	1.77869288713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysmd2	0	0	0	0	1.42313373548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyst	0	-1.66293754637	-1.28805021962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lztr1	0	0	0	0	0	0	0	0	0	0	1.61190402943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lzts1	1.70678717973	0	0	0	0	1.49160176769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M6pr	-1.00686016619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mad1l1	0	0	0	0	0	-1.74215017259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mad2l2	0	0	0	0	0	0	0	1.39358697262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Madd	1.56455239184	0	0	1.41557787803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maf	1.6072790087	1.82844237039	1.78006471335	1.85393562403	-1.50969501695	1.19491234438	0	0	0	0	1.84319699978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maff	0	0	0	0	1.63303408497	0	0	1.8911425638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mafk	0	0	0	0	0	-1.64847862536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maged2	1.25724686367	0	0	0	0	1.68698141213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malat1	0	0	0	1.90956906749	0	1.95865138792	1.97642613274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malt1	0	0	0	1.80169553366	-1.75229626621	1.91676232449	0	1.76075875351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maml1	0	0	0	0	0	0	0	1.64529448783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maml2	1.97831967322	1.97803720861	0	1.93396152903	-1.87478109542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Man1a	0	0	0	1.81390791314	-1.9634737756	1.94737890613	1.37743957692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Man2a2	0	1.81404991355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manbal	0	0	0	0	1.06236464972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Manf	0	1.39748633061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k1	0	0	-1.43657486644	0	0	0	0	1.81481705481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k4	-1.94311629956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map2k6	0	0	0	0	-1.57253588683	0	0	1.54411805708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k1	0	1.9415067112	0	1.75762840663	0	0	0	1.86570315901	0	0	1.63826165619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k10	0	0	0	0	0	0	0	1.4295751919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k11	0	0	0	0	0	0	0	1.78079434233	0	-1.70998059387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k4	0	0	0	0	0	0	0	1.45457720403	0	0	0	1.58730956382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k5	0	0	0	1.81553716079	-1.64742923775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k7	0	0	-1.14887868043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k8	1.93564252092	1.94648223097	0	1.89468540579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k2	0	0	0	0	0	0	0	1.64869126582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k4	0	1.88695616264	0	1.42341505206	-1.8033449869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k5	0	0	0	1.54229135096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk14	1.93824206108	1.8902276997	0	1.83924270888	1.89527646933	0	0	0	0	0	1.83700413816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk3	1.03707994527	1.22499279895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk8ip3	0	0	0	0	0	0	0	1.86167251214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk2	1.78762253688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk3	0	0	0	0	0	-1.90661202505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkbp1	-1.68193343062	0	0	1.04116972632	-1.38644098821	1.67053692115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapre2	0	1.96098688697	-1.94119355103	0	0	-1.90125932895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
March7	0	0	0	0	0	1.16603853617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marcks	0	0	-1.31290674201	0	1.59472498746	0	-1.38712406532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marcksl1	-1.52576573107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mars2	0	0	0	0	0	-1.39592153283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marveld1	0	1.26635042799	0	1.30002162137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mast3	0	0	0	0	0	0	0	1.77704970493	0	0	1.59883491054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mast4	1.8483219727	1.62298587879	-1.80060289507	1.09380669208	1.89168102345	-1.89073213805	0	0	0	0	1.3395203627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mat2a	-1.54782899575	0	0	0	0	-1.73134437159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matk	1.30931905409	0	0	1.15825266624	0	1.57471992026	0	1.8905294479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Max	0	0	0	0	0	0	0	1.67548050775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maz	-1.65741952008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd2	0	0	0	0	0	0	0	1.45019884896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	-1.87553496086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl2	1.78192605999	0	-1.08022097374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl3	-1.24934481452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat1	0	0	0	0	0	-1.84529007323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mboat2	0	1.41373804499	0	1.02855948759	0	0	0	1.27799387672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbp	-1.92819809897	0	-1.26054782296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcl1	0	0	0	0	-1.9060279833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm2	-1.09187031971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3	0	1.44388641968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcoln1	0	0	0	0	0	0	0	0	0	-1.33632235606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mctp2	1.9561045154	0	0	1.92126928792	-1.66101767479	1.92657087662	0	1.2563575714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdc1	0	1.90403552355	0	0	0	0	0	0	0	0	1.63613659732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdfic	0	1.93668195121	-1.94459028026	1.84007129575	0	-1.88570872254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1	0	0	0	0	-1.18968717815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdm1	0	0	-1.88848760739	0	1.88546401615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdm2	0	0	-1.65751572248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdn1	-1.05451189634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Me2	0	0	0	1.47663087573	0	1.69099491532	0	1.84804820087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med1	0	0	0	0	0	0	0	0	0	0	1.42342954982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med13	0	0	0	1.24169684043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med13l	0	0	0	1.10699746514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med14	0	-1.63406489529	0	0	0	-1.18202073309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med16	0	0	0	0	0	0	0	0	0	0	0	1.59199727579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med21	0	0	0	0	0	0	0	1.56340567082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med30	0	1.00573216057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med7	-1.87396294602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Meis3	1.35084306428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Men1	0	0	0	0	0	0	0	1.77794885544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesdc1	-1.0798411201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metap1	0	1.66443380143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metap2	0	0	0	0	0	-1.30407642867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl1	0	0	0	0	1.31257469081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl13	0	0	0	0	0	-1.03581987079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mex3b	0	-1.66634240397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mex3d	0	1.49000345504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfap3	0	0	0	0	0	0	0	1.7362908074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfge8	0	0	0	0	0	0	0	0	0	0	0	-1.55297271587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfhas1	1.96531637193	1.99215226926	-1.97470986454	1.97654895142	1.98254168655	0	0	0	0	0	1.30994930006	1.25523057887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd2a	0	0	0	0	0	0	0	1.8233720241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd6	0	0	0	1.52615054792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd7b	0	0	0	0	0	-1.85974418245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat1	-1.85470639448	0	0	0	0	0	0	1.26016684564	0	-1.49554402199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat5	-1.9319489035	-1.99059522558	-1.975994446	0	0	-1.96561788652	1.02856862431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgea5	0	0	0	1.61662237013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgll	1.96867438388	1.86873142615	0	1.98781841485	-1.89271012986	-1.96502178759	0	0	0	0	1.9488309628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgrn1	0	0	0	1.61767070422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgst2	0	-1.2936857499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgst3	1.1414787854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mib2	0	1.1867286072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mical1	0	0	0	0	0	0	0	0	0	0	1.60197647216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mid1	0	0	0	0	0	-1.00057004985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Midn	0	0	0	1.91854159604	0	0	0	0	0	-1.93020696079	1.7206499984	1.85100230251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mier1	0	0	0	1.28182975347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mif	0	0	0	0	0	0	0	1.89304236496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mif4gd	0	1.64105473397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mipep	0	0	0	0	0	0	0	0	0	0	0	1.16184560942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir142	0	0	0	0	0	0	0	0	0	0	-1.93983627122	-1.93066697858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir17hg	-1.31490304473	0	0	0	0	0	0	0	0	0	1.90845324453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1949	0	0	0	0	1.58941855762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3064	-1.76849013649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir3091	0	0	0	0	0	0	1.45783179734	1.78364889179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mknk2	0	0	0	0	0	0	0	1.74349457785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlec	0	0	0	0	0	0	0	1.7096095709	0	0	1.7430324031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mlkl	1.14577931365	0	0	0	0	1.52389307821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt11	0	1.81346936817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt3	0	0	-1.52287280036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt4	0	0	0	0	0	1.19094275254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mllt6	0	0	0	0	0	0	0	1.81954637216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mmd	1.489103052	-1.56080870805	0	0	0	-1.49204520272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnda	-1.15763002311	-1.36329760344	1.35139401094	-1.25366058889	0	-1.19152008059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mndal	-1.69860759165	-1.68178227368	-1.69496618274	0	0	-1.85051601389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mns1	0	0	0	0	0	-1.54214072111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mnt	0	0	0	0	0	0	0	0	0	0	1.78385325365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mogs	-1.57109863636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mon1b	0	0	0	0	0	0	0	0	0	-1.71793375209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morn4	1.88603845707	1.79159962192	0	0	0	0	0	0	0	-1.56942244114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mospd3	0	0	1.41212702747	0	0	0	0	0	0	-1.82847609001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mov10	0	-1.61108291088	0	-1.25172171029	-1.27758569712	1.313875105	0	1.19857514716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpeg1	0	0	0	-1.33970725877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mphosph6	1.16795394905	1.22278077165	-1.1084623042	1.21581474286	0	-1.52073559668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp2	1.62366520798	1.81400589068	0	1.57061856995	0	1.05973807705	0	1.74854133742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp6	0	0	0	0	0	-1.0687830863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpst	0	0	0	0	0	1.14869729052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl2	0	0	0	-1.57132504823	0	0	0	0	0	1.84216645283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpzl3	-1.93509513393	0	-1.70943537911	-1.47834133695	0	-1.83213125314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
