	ARID3A	ARID5B	ARNT	ASCL2	ATF3	BATF3	BHLHE41	ETS2	ETV5	FOS	FOXO3	HLX	HMG20B	HMGA1	HMGN3	IRF1	JUNB	JUND	KLF10	KLF3	KLF6	LYL1	MAFB	MSC	NFE2L1	NFE2L2	PKNOX1	PLSCR1	SOX4	TCF4	TCF7L2	TGIF1	TSC22D1	YBX1	ZEB2	ZNF143	ZNF75A
Respiratory_electron_transport								COX5B NDUFB6 NDUFB9								MT-CO3 MT-CYB MT-ND4					MT-ND2 NDUFB6		COX5B CYCS NDUFB6 NDUFB9	MT-CO3 MT-CYB MT-ND5 NDUFB9		COX5B CYCS MT-ND2 NDUFB9		MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9				COX5B NDUFB6 NDUFB9			CYCS NDUFB6		
Respiratory_electron_transport,_ATP_synthesis_by_chemiosmotic_coupling,_and_heat_production_by_uncoupling_proteins.								COX5B NDUFB6 NDUFB9								MT-ATP6 MT-CO3 MT-CYB MT-ND4					MT-ND2 NDUFB6		COX5B CYCS NDUFB6 NDUFB9	MT-ATP6 MT-CO3 MT-CYB MT-ND5 NDUFB9		COX5B CYCS MT-ND2 NDUFB9		MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9				COX5B NDUFB6 NDUFB9			CYCS NDUFB6		
Role_of_Calcineurin-dependent_NFAT_signaling_in_lymphocytes					IL2RA NUP214 YWHAQ						FKBP1A PPARG RAN YWHAQ			BATF3 GBP3 IL2RA JUNB NUP214	CALM1 SLC3A2								FKBP1A JUNB PIM1 RAN						CALM1 JUNB SLC3A2								
S1P1_pathway				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
SCF(Skp2)-mediated_degradation_of_p27/p21										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
SCF-beta-TrCP_mediated_degradation_of_Emi1										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
S_Phase																													CDKN1A PSMA4 PSME1 PSME2								
Sema4D_in_semaphorin_signaling																											PTPRC RRAS										
Signal_Transduction															C5AR1 CALM1 CCL20 CD55 SDC2 SPP1																						
Signaling_by_FGFR															CALM1 SDC2																						
Signaling_by_GPCR					C3AR1 CCL20 FPR2 PDE4B PTAFR										C5AR1 CALM1 CCL20 CD55							CCR7 PTGIR					C3AR1 CCL20 CCL5 CCR7 FPR1 FPR2 PDE4B PTAFR PTGIR										C3AR1 PDE4B
Signaling_by_Interleukins	CASP1 SQSTM1	CSF2RA PRKACB													IL1B IL1RN IL3RA												CSF2RA IL1B IL2RA IL3RA MAP3K8 NFKB1 SOCS3							IL1B IL3RA MAP3K8			
Signaling_by_Wnt										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
Signaling_events_mediated_by_HDAC_Class_I											PPARG RAN TUBB2A																								CDKN1A HSP90AA1		
Signaling_events_mediated_by_HDAC_Class_II											RAN TUBB2A																										
Signaling_events_mediated_by_Hepatocyte_Growth_Factor_Receptor_(c-Met)				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
Signaling_events_mediated_by_PRL																																			CDKN1A RHOC		
Signaling_events_mediated_by_PTP1B																											CSF1R FCGR2A PTPN1 SOCS3 TXN										
Signaling_events_mediated_by_Stem_cell_factor_receptor_(c-Kit)																																		LYN MATK STAT1			
Signaling_events_mediated_by_VEGFR1_and_VEGFR2				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
Signaling_events_mediated_by_focal_adhesion_kinase				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
Signaling_events_regulated_by_Ret_tyrosine_kinase										NFKB2 NFKBIA																											
Signaling_mediated_by_p38-alpha_and_p38-beta							HSPB1 LSP1	HSPB1 LSP1																													
Sphingosine_1-phosphate_(S1P)_pathway				ATF4 BID BIRC3 BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
Stabilization_of_p53										PSMB9 PSME1				MDM2 PSMB9 PSME2 UBE2D1															PSMA4 PSME1 PSME2								
Steroid_hormones			HSD11B1 LGMN											AKR1B1 CYP27B1																							
Switching_of_origins_to_a_post-replicative_state																													PSMA4 PSME1 PSME2								
Syndecan-1-mediated_signaling_events				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
Syndecan-2-mediated_signaling_events				PLAUR STAT1											PLAUR SDC2 SPP1																						
Syndecan-4-mediated_signaling_events																														CCND2 ID2 PPARG						CXCR4 MDK	
Synthesis_and_interconversion_of_nucleotide_di-_and_triphosphates																											GLRX TXN										
Synthesis_of_DNA																													PSMA4 PSME1 PSME2								
Synthesis_of_very_long-chain_fatty_acyl-CoAs																										ACSL1 TECR											
TCR_signaling																											NFKB1 NFKBIA PTPRC RIPK2										
TCR_signaling_in_na&#xef;ve_CD4+_T_cells					HLA-DRA HLA-DRB1 IL2RA																		FKBP1A JUNB RAN				BATF3 IL2RA MAP3K8 NFKB1 NFKB2 NFKBIA PTPRC RIPK2										IL2RA PTPRC
TCR_signaling_in_na&#xef;ve_CD8+_T_cells										HLA-A NFKB2 NFKBIA TNFRSF9				HLA-A IL2RA JUNB NFKBIA STAT4 TNFRSF18 TNFRSF9													HLA-A IL2RA MAP3K8 NFKB1 NFKB2 NFKBIA PTPRC RIPK2 STAT4										IL2RA PTPRC
TGF-beta_receptor_signaling							HSPB1 LSP1																CCND1 FKBP1A JUNB PIM1 RAN														
TGFBR																							CCND1 FKBP1A JUNB												ATF3 CDKN1A HSPA8		
TNF_alpha/NF-kB																																			HSP90AA1 HSP90AB1 TNFRSF1B		
TNF_receptor_signaling_pathway							HSPB1 LSP1			EIF2AK2 GBP3 NFKB2 NFKBIA STAT1	CYCS FKBP1A GSN PPARG RAN YWHAQ												CCND1 CYCS FKBP1A JUNB PIM1 RAN						BID BIRC3 CALM1 CASP1 JUNB SLC3A2 VIM								
TRAIL_signaling																																		CFLAR TNFSF10			
TRAIL_signaling_pathway				ATF4 BID BIRC3 BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9		CCL5 FKBP5 MT2A PARP14 SLA SOD2 STAT4 TXN UBE2D1 VIM								ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1				ATF3 ATF4 BID BIRC3 CALM1 CASP1 CD82 CDKN1A ICAM1 JUNB MMP7 PMAIP1 SLC3A2 SOD2 TNFSF10 VIM YWHAH					ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNFSF10 TNIK TXN			
Tat-mediated_HIV-1_elongation_arrest_and_recovery								TCEB1 TCEB2																													
Tat-mediated_elongation_of_the_HIV-1_transcript								TCEB1 TCEB2																													
The_NLRP3_inflammasome											HSP90AB1 PYCARD																		CASP1 HSP90AB1								
The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport								COX5B IDH2 NDUFB6 NDUFB9								IDH2 MT-ATP6 MT-CO3 MT-CYB MT-ND4					MT-ND2 NDUFB6		COX5B CYCS NDUFB6 NDUFB9	MT-ATP6 MT-CO3 MT-CYB MT-ND5 NDUFB9		COX5B CYCS IDH2 MT-ND2 NDUFB9		MT-ATP6 MT-CO3 MT-CYB MT-ND2 MT-ND4 MT-ND5 NDUFB9				COX5B NDUFB6 NDUFB9					
The_role_of_Nef_in_HIV-1_replication_and_disease_pathogenesis														HCK HLA-A																							
Thrombin/protease-activated_receptor_(PAR)_pathway				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
Toll_Like_Receptor_4_(TLR4)_Cascade																	CD14 FOS LY86																				
Toll_Receptor_Cascades					CD14 TLR2										CD14 TLR2		CD14 FOS LY86																				
Transcription_of_the_HIV_genome								TCEB1 TCEB2																													
Transcriptional_Regulation_of_White_Adipocyte_Differentiation						CD36 FABP4											CD36 CEBPD FABP4																				
Transmission_across_Chemical_Synapses					ALDH2 GLUL																																
Transport_of_inorganic_cations/anions_and_amino_acids/oligopeptides			SLC43A2 SLC7A11																										SLC3A2 SLC7A11								
Triglyceride_Biosynthesis																GPD1 TECR										ACSL1 GPD1 TECR				GPD1 TECR							
Tryptophan_catabolism																											IDO1 KYNU										
Ubiquitin-dependent_degradation_of_Cyclin_D										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
Ubiquitin-dependent_degradation_of_Cyclin_D1										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
Ubiquitin_Mediated_Degradation_of_Phosphorylated_Cdc25A										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
Unfolded_Protein_Response																													ASNS ATF3 ATF4 HSPA5								
Urokinase-type_plasminogen_activator_(uPA)_and_uPAR-mediated_signaling				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
VEGF_and_VEGFR_signaling_network				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
Validated_nuclear_estrogen_receptor_alpha_network																							CCND1 MPG	CTSD MPG		C3 CCND1 MPG											
Validated_targets_of_C-MYC_transcriptional_activation						HMGA1 MMP9																	CCND2 HMGA1 PIM1 TFRC							CCND2 ID2					HSP90AA1 ID2		
Validated_targets_of_C-MYC_transcriptional_repression									CDKN1A CLU FTH1	CCL5 CLU FTH1			FTH1 ZFP36L1				CEBPD ZFP36L1						CCND1 CLU											CCL5 CFLAR FTH1	CDKN1A ID2 NDRG2		
Validated_transcriptional_targets_of_AP1_family_members_Fra1_and_Fra2				ATF4 CCL2 PLAUR TNFRSF4 TNFRSF9						GBP3 HLA-A TNFRSF9				BATF3 GBP3 HLA-A IL2RA JUNB STAT4 TNFRSF18 TNFRSF9	CALM1 CCL2 PLAUR SLC3A2								CCND1 FKBP1A JUNB				ATF4 BATF3 CCL2 GBP3 HLA-A IL2RA PLAUR PTPN1 STAT4		ATF4 CALM1 JUNB SLC3A2								
Validated_transcriptional_targets_of_TAp63_isoforms																													CDKN1A PMAIP1								
Validated_transcriptional_targets_of_deltaNp63_isoforms																	CEBPD CTNNB1																				
Vif-mediated_degradation_of_APOBEC3G						PSMA7 TCEB2		PSMA7 TCEB1 TCEB2		PSMB9 PSME1																			PSMA4 PSME1 PSME2								
Vpu_mediated_degradation_of_CD4										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
Wnt_signaling_network																														CCND2 ID2 PPARG							
amb2_Integrin_signaling																											HCK ICAM1 NFKB1 PLAUR										
cholesterol_biosynthesis_I											EBP LBR SQLE																										
cholesterol_biosynthesis_III_(via_desmosterol)											EBP LBR SQLE																										
cholesterol_biosynthesis_II_(via_24,25-dihydrolanosterol)											EBP LBR SQLE																										
gamma-linolenate_biosynthesis_II_(animals)																											ACSL1 CYB5A										
glutathione-mediated_detoxification								GSTM4 MGST1						GGH GSTP1																							
glycine_betaine_degradation																										SDS SDSL											
leukotriene_biosynthesis																ALOX5 LTA4H	ALOX5 LTA4H																				
mTOR_signaling_pathway				ATF4 BID BTG2 CCL2 FKBP5 MT2A NBN PLAUR PLIN2 SLA SOCS3 SOD2 STAT1 TNFRSF4 TNFRSF9						ADM CCL5 CLU EIF2AK2 FTH1 GBP3 HLA-A MCL1 MMP7 MT2A NFKB2 NFKBIA SOD2 STAT1 TNFRSF9										ADM FTH1 IRF7 MT2A RIPK2					CSF1R CTSD NUP214 PDCD4 PTPRC RPS27L ZFP36L1									ADM CCL5 CD82 CFLAR FTH1 HIF1A ICAM1 IRF1 IRF7 LYN MAP3K8 MMP7 MT2A NFKBIA NR3C1 POU2F2 PTPN1 PVRL2 SLA SPP1 STAT1 TIMP1 TNIK TXN			
p38_MAPK_signaling_pathway					IL2RA NUP214 STMN1 YWHAQ		HSPB1 LSP1	FKBP1A HSPB1 LSP1 RAN			FKBP1A PPARG RAN YWHAQ			BATF3 DUSP1 GBP3 IL2RA JUNB NUP214 STMN1									CCND1 FKBP1A JUNB PIM1 RAN														
p38_signaling_mediated_by_MAPKAP_kinases							HSPB1 LSP1	HSPB1 LSP1																													
p53-Dependent_G1/S_DNA_damage_checkpoint										PSMB9 PSME1				MDM2 PSMB9 PSME2 UBE2D1															CDKN1A PSMA4 PSME1 PSME2								
p53-Dependent_G1_DNA_Damage_Response										PSMB9 PSME1				MDM2 PSMB9 PSME2 UBE2D1															CDKN1A PSMA4 PSME1 PSME2								
p53-Independent_DNA_Damage_Response										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
p53-Independent_G1/S_DNA_damage_checkpoint										PSMB9 PSME1																			PSMA4 PSME1 PSME2								
p53_pathway														BTG2 DDIT4 DUSP1 MCL1 MDM2 RNF144B RPS27L UBE2D1											CTSD RPS27L				ATF3 BID CASP1 CD82 CDKN1A PMAIP1								
p75(NTR)-mediated_signaling																							CCND1 CYCS NGFRAP1 RAN														
p75NTR_signals_via_NF-kB																											NFKB1 NFKBIA RIPK2										
p75_NTR_receptor-mediated_signalling																											NFKB1 NFKBIA RIPK2										
prostanoid_biosynthesis																HPGDS TBXAS1																					
putrescine_degradation_III														ALDH2 SAT1													ALDH2 SAT1										
superpathway_of_cholesterol_biosynthesis											ACAT2 EBP FDPS LBR SQLE															ACAT2 EBP FDPS				ACAT2 EBP	FDPS SQLE						
superpathway_of_geranylgeranyldiphosphate_biosynthesis_I_(via_mevalonate)											ACAT2 FDPS															ACAT2 FDPS											
tryptophan_degradation_XI_(mammalian,_via_kynurenine)																											IDO1 KYNU										
