	ARID3A	ARID5B	ARNT	ASCL2	ATF3	BATF3	BHLHE41	ETS2	ETV5	FOS	FOXO3	HLX	HMG20B	HMGA1	HMGN3	IRF1	JUNB	JUND	KLF10	KLF3	KLF6	LYL1	MAFB	MSC	NFE2L1	NFE2L2	PKNOX1	PLSCR1	SOX4	TCF4	TCF7L2	TGIF1	TSC22D1	YBX1	ZEB2	ZNF143	ZNF75A
Stabilization_of_p53	1	1	1	1	1	1	1	1	1	0.0924065581357	1	1	1	0.0668871745952	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0282041692064	1	1	1	1	1	1	1	1
Steroid_hormones	1	1	0.00769994574163	1	1	1	1	1	1	1	1	1	1	0.0870525711434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Switching_of_origins_to_a_post-replicative_state	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0406304565898	1	1	1	1	1	1	1	1
Syndecan-1-mediated_signaling_events	1	1	1	0.00758519920469	1	1	1	1	1	0.0248560608714	1	1	1	1	1	1	1	1	1	0.0755067193934	1	1	1	1	0.0540747555612	1	1	1	1	1	1	1	1	0.0233260890283	1	1	1
Syndecan-2-mediated_signaling_events	1	1	1	0.0904520750344	1	1	1	1	1	1	1	1	1	1	0.0125032522999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Syndecan-4-mediated_signaling_events	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0419795070026	1	1	1	1	1	0.0208962325201	1
Synthesis_and_interconversion_of_nucleotide_di-_and_triphosphates	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0917878972424	1	1	1	1	1	1	1	1	1	1
Synthesis_of_DNA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0835820502565	1	1	1	1	1	1	1	1
Synthesis_of_very_long-chain_fatty_acyl-CoAs	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0234275155243	1	1	1	1	1	1	1	1	1	1	1
TCR_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0366171529704	1	1	1	1	1	1	1	1	1	1
TCR_signaling_in_na&#xef;ve_CD4+_T_cells	1	1	1	1	0.0843704982537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.079721200391	1	1	1	0.0447984277931	1	1	1	1	1	1	1	1	1	0.0194818513719
TCR_signaling_in_na&#xef;ve_CD8+_T_cells	1	1	1	1	1	1	1	1	1	0.0074865743438	1	1	1	0.00900944705685	1	1	1	1	1	1	1	1	1	1	1	1	0.00692924390243	1	1	1	1	1	1	1	1	1	0.0146910175599
TGF-beta_receptor_signaling	1	1	1	1	1	1	0.0373496147701	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0665103702146	1	1	1	1	1	1	1	1	1	1	1	1	1	1
TGFBR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.089635364104	1	1	1	1	1	1	1	1	1	1	1	0.0233226699702	1	1
TNF_alpha/NF-kB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0466303907675	1	1
TNF_receptor_signaling_pathway	1	1	1	1	1	1	0.0368007006422	1	1	0.0446110302516	0.0705039978724	1	1	1	1	1	1	1	1	1	1	1	0.020170321976	1	1	1	1	1	0.0126745730743	1	1	1	1	1	1	1	1
TRAIL_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00282003501231	1	1	1
TRAIL_signaling_pathway	1	1	1	0.00321631279043	1	1	1	1	1	0.0290104126847	1	0.0748576954521	1	1	1	1	1	1	1	0.0807391618054	1	1	1	1	0.0590040483952	1	1	1	0.074934275496	1	1	1	1	0.0151529988106	1	1	1
Tat-mediated_HIV-1_elongation_arrest_and_recovery	1	1	1	1	1	1	1	0.0197805736112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Tat-mediated_elongation_of_the_HIV-1_transcript	1	1	1	1	1	1	1	0.0434522347515	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
The_NLRP3_inflammasome	1	1	1	1	1	1	1	1	1	1	0.00693762054529	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00531722639695	1	1	1	1	1	1	1	1
The_citric_acid_(TCA)_cycle_and_respiratory_electron_transport	1	1	1	1	1	1	1	0.0302872864806	1	1	1	1	1	1	1	0.0032218999923	1	1	1	1	0.018850620328	1	0.0167735263549	3.80431140832e-05	1	0.0461485373683	1	6.62490399206e-08	1	1	1	0.00200052780061	1	1	1	1	1
The_role_of_Nef_in_HIV-1_replication_and_disease_pathogenesis	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0598951469901	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Thrombin/protease-activated_receptor_(PAR)_pathway	1	1	1	0.00739524572834	1	1	1	1	1	0.0243026939471	1	1	1	1	1	1	1	1	1	0.0747770672856	1	1	1	1	0.0533945248611	1	1	1	1	1	1	1	1	0.0226347298799	1	1	1
Toll_Like_Receptor_4_(TLR4)_Cascade	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00479015888882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Toll_Receptor_Cascades	1	1	1	1	0.0890054217678	1	1	1	1	1	1	1	1	1	0.0552571740195	1	0.00939675104125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Transcription_of_the_HIV_genome	1	1	1	1	1	1	1	0.0986874901174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Transcriptional_Regulation_of_White_Adipocyte_Differentiation	1	1	1	1	1	0.0758534271734	1	1	1	1	1	1	1	1	1	1	0.0141061731699	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Transmission_across_Chemical_Synapses	1	1	1	1	0.083624909084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Transport_of_inorganic_cations/anions_and_amino_acids/oligopeptides	1	1	0.0265320975372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0625289143023	1	1	1	1	1	1	1	1
Triglyceride_Biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0147567896785	1	1	1	1	1	1	1	1	1	0.00527169308935	1	1	1	0.00345502563392	1	1	1	1	1	1	1
Tryptophan_catabolism	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0525409168193	1	1	1	1	1	1	1	1	1	1
Ubiquitin-dependent_degradation_of_Cyclin_D	1	1	1	1	1	1	1	1	1	0.0852379770911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024944169955	1	1	1	1	1	1	1	1
Ubiquitin-dependent_degradation_of_Cyclin_D1	1	1	1	1	1	1	1	1	1	0.0852379770911	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.024944169955	1	1	1	1	1	1	1	1
Ubiquitin_Mediated_Degradation_of_Phosphorylated_Cdc25A	1	1	1	1	1	1	1	1	1	0.0899973155217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0270933509347	1	1	1	1	1	1	1	1
Unfolded_Protein_Response	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.60552986556e-05	1	1	1	1	1	1	1	1
Urokinase-type_plasminogen_activator_(uPA)_and_uPAR-mediated_signaling	1	1	1	0.00667445448315	1	1	1	1	1	0.0221850798193	1	1	1	1	1	1	1	1	1	0.0719028647512	1	1	1	1	0.0507326730599	1	1	1	1	1	1	1	1	0.0200317709077	1	1	1
VEGF_and_VEGFR_signaling_network	1	1	1	0.00764940913647	1	1	1	1	1	0.0250426902819	1	1	1	1	1	1	1	1	1	0.0757509255592	1	1	1	1	0.054302820005	1	1	1	1	1	1	1	1	0.0235602596947	1	1	1
Validated_nuclear_estrogen_receptor_alpha_network	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0987886344541	0.019955204047	1	0.0875343210267	1	1	1	1	1	1	1	1	1	1	1
Validated_targets_of_C-MYC_transcriptional_activation	1	1	1	1	1	0.0947676924083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0037169496079	1	1	1	1	1	1	0.038835241434	1	1	1	1	0.0541895399454	1	1
Validated_targets_of_C-MYC_transcriptional_repression	1	1	1	1	1	1	1	1	0.000545479299996	0.011875773954	1	1	0.0325180085941	1	1	1	0.0828887710256	1	1	1	1	1	0.0987886344541	1	1	1	1	1	1	1	1	1	1	0.0537199107801	0.00348659385892	1	1
Validated_transcriptional_targets_of_AP1_family_members_Fra1_and_Fra2	1	1	1	0.000802089502862	1	1	1	1	1	0.0511929961956	1	1	1	0.00355709723386	0.00562730913076	1	1	1	1	1	1	1	0.0658404373862	1	1	1	0.0106548461091	1	0.0230737470361	1	1	1	1	1	1	1	1
Validated_transcriptional_targets_of_TAp63_isoforms	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0921452768352	1	1	1	1	1	1	1	1
Validated_transcriptional_targets_of_deltaNp63_isoforms	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0648871612969	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Vif-mediated_degradation_of_APOBEC3G	1	1	1	1	1	0.0738364370233	1	0.0285853813874	1	0.0899973155217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0270933509347	1	1	1	1	1	1	1	1
Vpu_mediated_degradation_of_CD4	1	1	1	1	1	1	1	1	1	0.0876076411145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0260066772531	1	1	1	1	1	1	1	1
Wnt_signaling_network	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0364748733116	1	1	1	1	1	1	1
amb2_Integrin_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0227352389564	1	1	1	1	1	1	1	1	1	1
cholesterol_biosynthesis_I	1	1	1	1	1	1	1	1	1	1	0.000235512128118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cholesterol_biosynthesis_III_(via_desmosterol)	1	1	1	1	1	1	1	1	1	1	0.000235512128118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
cholesterol_biosynthesis_II_(via_24,25-dihydrolanosterol)	1	1	1	1	1	1	1	1	1	1	0.000235512128118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
gamma-linolenate_biosynthesis_II_(animals)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0219457796599	1	1	1	1	1	1	1	1	1	1
glutathione-mediated_detoxification	1	1	1	1	1	1	1	0.0180155869897	1	1	1	1	1	0.0799592584092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
glycine_betaine_degradation	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00980012284134	1	1	1	1	1	1	1	1	1	1	1
leukotriene_biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00114759003005	0.000890219667531	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
mTOR_signaling_pathway	1	1	1	0.00667445448315	1	1	1	1	1	0.0221850798193	1	1	1	1	1	1	1	1	1	0.0719028647512	1	1	1	1	0.0507326730599	1	1	1	1	1	1	1	1	0.0200317709077	1	1	1
p38_MAPK_signaling_pathway	1	1	1	1	0.042996543804	1	0.0138213128124	0.0688028657579	1	1	0.0960111011796	1	1	0.0618568274139	1	1	1	1	1	1	1	1	0.00900922747857	1	1	1	1	1	1	1	1	1	1	1	1	1	1
p38_signaling_mediated_by_MAPKAP_kinases	1	1	1	1	1	1	0.000123241864677	0.00897906251813	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
p53-Dependent_G1/S_DNA_damage_checkpoint	1	1	1	1	1	1	1	1	1	0.097282006223	1	1	1	0.0731024840127	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0046134989371	1	1	1	1	1	1	1	1
p53-Dependent_G1_DNA_Damage_Response	1	1	1	1	1	1	1	1	1	0.097282006223	1	1	1	0.0731024840127	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0046134989371	1	1	1	1	1	1	1	1
p53-Independent_DNA_Damage_Response	1	1	1	1	1	1	1	1	1	0.0924065581357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0282041692064	1	1	1	1	1	1	1	1
p53-Independent_G1/S_DNA_damage_checkpoint	1	1	1	1	1	1	1	1	1	0.0924065581357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0282041692064	1	1	1	1	1	1	1	1
p53_pathway	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0347786634719	1	1	1	1	1	1	1	1	1	1	0.0908131756759	1	1	1	0.00537070880585	1	1	1	1	1	1	1	1
p75(NTR)-mediated_signaling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.034267660682	1	1	1	1	1	1	1	1	1	1	1	1	1	1
p75NTR_signals_via_NF-kB	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00534387059471	1	1	1	1	1	1	1	1	1	1
p75_NTR_receptor-mediated_signalling	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0473581242996	1	1	1	1	1	1	1	1	1	1
prostanoid_biosynthesis	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0027076222283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
putrescine_degradation_III	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00529621152508	1	1	1	1	1	1	1	1	1	1	1	1	0.0109345008241	1	1	1	1	1	1	1	1	1	1
superpathway_of_cholesterol_biosynthesis	1	1	1	1	1	1	1	1	1	1	5.27717596965e-06	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.00684781365824	1	1	1	0.00414127347904	0.00147327096409	1	1	1	1	1	1
superpathway_of_geranylgeranyldiphosphate_biosynthesis_I_(via_mevalonate)	1	1	1	1	1	1	1	1	1	1	0.00969220450277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0203055833195	1	1	1	1	1	1	1	1	1	1	1
tryptophan_degradation_XI_(mammalian,_via_kynurenine)	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0286087002469	1	1	1	1	1	1	1	1	1	1
